custom_id,paper_id,claim_index,claim,support_level,support_refs
10.1007_s11071-020-05965-0,10.1007_s11071-020-05965-0,3,"The ratio between fine and cost is higher for peer punishment than for pool punishment, explaining its greater effectiveness.",medium,Section 3 Simulation and analysis | Fig. 8
10.1007_s11071-020-05965-0,10.1007_s11071-020-05965-0,4,The initial distribution of strategies does not significantly affect the final pattern of strategy frequencies.,medium,Section 3 Simulation and analysis
10.1007_s11071-021-07137-0,10.1007_s11071-021-07137-0,1,Adaptive adjustment of interaction intensity based on individual satisfaction can greatly promote the emergence and maintenance of cooperation in spatial Prisoner's Dilemma.,high,Abstract | Section 3 Results | Fig. 2 | Fig. 3 | Section 4 Conclusion
10.1007_s11071-021-07137-0,10.1007_s11071-021-07137-0,2,There exist optimal values of the satisfaction parameter (\alpha) that maximize cooperation; both too low and too high values reduce cooperation.,high,Abstract | Section 3 Results | Fig. 3 | Fig. 4 | Section 4 Conclusion
10.1007_s11071-021-07137-0,10.1007_s11071-021-07137-0,3,The positive feedback between satisfaction and interaction intensity among cooperators is the main mechanism for promoting cooperation.,medium,Section 3 Results | Fig. 6 | Section 4 Conclusion
10.1007_s11071-021-07137-0,10.1007_s11071-021-07137-0,4,The results are robust to network size and updating rules.,medium,"Section 3 Results, robustness paragraph"
10.1007_s11071-022-07289-7,10.1007_s11071-022-07289-7,1,"Lévy noise in the payoff matrix promotes higher cooperation rates in the prisoner's dilemma game with reinforcement learning, compared to Gaussian noise or no noise.",high,Abstract | Section 3 Results | Fig. 1 | Fig. 4 | Section 4 Conclusion and discussion
10.1007_s11071-022-07289-7,10.1007_s11071-022-07289-7,2,The effect of noise on cooperation is robust to initial conditions and persists across a range of Q-learning parameters.,medium,Section 3 Results | Fig. 8
10.1007_s11071-022-07289-7,10.1007_s11071-022-07289-7,3,"The mechanism is that noise accumulates in the Q-value updates, making cooperation more attractive over time.",medium,Section 3 Results | Fig. 6 | Fig. 7 | Section 4 Conclusion and discussion
10.1007_s11071-022-08067-1,10.1007_s11071-022-08067-1,1,Fluctuating environments with both payoff and demographic noise can promote cooperation in the hawk-dove game.,high,"Abstract | Section 3 Simulation results and discussion | Fig. 1, 2, 3, 4 | Conclusion"
10.1007_s11071-022-08067-1,10.1007_s11071-022-08067-1,2,"Deterministic fluctuations are more effective than stochastic fluctuations at promoting cooperation, given the same variance and expectation.",high,Abstract | Section 3 | Conclusion
10.1007_s11071-022-08067-1,10.1007_s11071-022-08067-1,3,"High variance in noise promotes cooperation but is not conducive to its maintenance (i.e., leads to greater fluctuations in cooperation level).",high,"Section 3 | Fig. 2, 6 | Conclusion"
10.1007_s11071-022-08067-1,10.1007_s11071-022-08067-1,4,"The mechanism for cooperation promotion is that noise can create unfair time-averaged payoffs favoring cooperation, leading to selection reversal.",high,"Section 3 | Fig. 3, 5 | Conclusion"
10.1007_s11071-022-08067-1,10.1007_s11071-022-08067-1,5,The type of time-dependent noise distribution has little effect on the evolutionary results.,medium,Section 3 | Fig. 5 | Conclusion
10.1007_s11071-023-08297-x,10.1007_s11071-023-08297-x,1,"Graded punishment, where the probability of being punished increases with consecutive defections, generally promotes higher cooperation than traditional fixed-probability punishment in spatial public goods games.",high,Abstract | Section 3 Results and discussion | Fig. 1 | Fig. 2 | Conclusion
10.1007_s11071-023-08297-x,10.1007_s11071-023-08297-x,2,The advantage of graded punishment over traditional punishment weakens as the punishment cost increases or the fine decreases.,high,Abstract | Section 3 Results and discussion | Fig. 1 | Fig. 2 | Conclusion
10.1007_s11071-023-08297-x,10.1007_s11071-023-08297-x,3,"When the initial punishment probability is very low and the punishment cost is close to the fine, traditional punishment can outperform graded punishment.",high,Abstract | Section 3 Results and discussion | Fig. 2c | Fig. 3 | Fig. 4 | Conclusion
10.1007_s11071-023-08297-x,10.1007_s11071-023-08297-x,4,Increasing the enhancement factor (equivalent to MPCR) or the fine increases cooperation in both punishment models.,high,Section 3 Results and discussion | Fig. 5 | Fig. 6 | Fig. 10
10.1007_s11071-023-08297-x,10.1007_s11071-023-08297-x,5,"The higher the initial punishment probability, the faster the system reaches full cooperation under graded punishment.",high,Section 3 Results and discussion | Fig. 10 | Fig. 11
10.1007_s11071-023-08865-1,10.1007_s11071-023-08865-1,1,"In continuous-action iterated dilemmas on double-layer networks, agents' strategies converge under a wide range of conditions, including heterogeneous and limited learning abilities and environmental effects.",high,"Section 4 Convergence analysis | Section 5 Simulation results | Figures 3, 4, 6, 7, 8"
10.1007_s11071-023-08865-1,10.1007_s11071-023-08865-1,2,"The convergence of strategies is robust to different network structures, layer weightings, and the presence of environmental effects modeled via neural networks.",high,"Section 4.2, 4.3 | Section 5.3, 5.4 | Figures 6, 7, 8"
10.1007_s11071-023-08865-1,10.1007_s11071-023-08865-1,3,Limited learning ability slows down convergence but does not prevent it.,medium,Section 5.2 | Figure 4
10.1007_s11127-006-9075-3,10.1007_s11127-006-9075-3,1,A centralized sanctioning mechanism (CSM) dramatically increases the frequency with which groups reach the public good threshold compared to baseline (no CSM).,high,Section 4 Results | Table 1 | Table 2 | Figure 2
10.1007_s11127-006-9075-3,10.1007_s11127-006-9075-3,2,"Groups with prior CSM experience maintain higher rates of public good provision after CSM is removed than baseline groups, indicating an 'educational effect.'",high,Section 4 Results | Table 1 | Table 2 | Figure 1
10.1007_s11127-006-9075-3,10.1007_s11127-006-9075-3,3,Voting on CSM removal does not improve post-removal cooperation or provision rates compared to automatic removal.,high,Section 4 Results | Table 2 | Table 3
10.1007_s11127-006-9075-3,10.1007_s11127-006-9075-3,4,Failures to reach the threshold during the CSM phase predict lower post-CSM success rates.,medium,Section 4 Results | OLS regression analysis | Table 3
10.1007_s11127-006-9075-3,10.1007_s11127-006-9075-3,5,"The CSM is costly (3 units per player per round), so while it increases provision rates, it reduces per-round payoffs when active.",medium,Section 2 Experimental design | Appendix 1 Instructions
10.1007_s11127-007-9269-3,10.1007_s11127-007-9269-3,1,"Costly punishment can support the survival of cooperation in collective action dilemmas, even if punishers themselves are not cooperative.",high,Section 2 Modeling cooperation | Section 2.4 When punishing less costly than being cheated | Conclusion
10.1007_s11127-007-9269-3,10.1007_s11127-007-9269-3,2,"The efficiency and stability of cooperation depend on the relative costs of punishing, being punished, and being cheated.",high,Section 2.1 Equilibria in populations with three player types | Section 2.3 When punishing is more costly than being cheated | Section 2.4 When punishing less costly than being cheated
10.1007_s11127-007-9269-3,10.1007_s11127-007-9269-3,3,"If the cost of punishing is too high relative to the cost of being cheated, punishment does not sustain cooperation and cheaters dominate.",high,Section 2.3 When punishing is more costly than being cheated | Figure 1 | Conclusion
10.1007_s11127-007-9269-3,10.1007_s11127-007-9269-3,4,Punishers need not value cooperation for punishment to be functional in supporting cooperation and higher group payoffs.,high,Abstract | Section 2.1 Equilibria in populations with three player types | Conclusion
10.1007_s11127-010-9665-y,10.1007_s11127-010-9665-y,1,Transferring allocation power to a single group member increases average group income (efficiency) compared to the standard public goods game.,high,Abstract | Section 4.1 Overview and Hypothesis 1 | Table 5 | Section 5 Discussion
10.1007_s11127-010-9665-y,10.1007_s11127-010-9665-y,2,"Both allocators and non-allocators are, on average, better off in the Allocator game than in the standard PG game, though the benefit for non-allocators diminishes over repeated phases.",high,Table 5 | Section 4.1 | Section 5 Discussion
10.1007_s11127-010-9665-y,10.1007_s11127-010-9665-y,3,The mode of allocator selection (random vs. election) has little effect on efficiency or responsibility.,medium,Section 4.1 | Section 5 Discussion
10.1007_s11127-010-9665-y,10.1007_s11127-010-9665-y,4,Allocators do not systematically punish previous free riders when assigning forced contributions.,high,Section 4.3 Further hypotheses
10.1007_s11127-010-9665-y,10.1007_s11127-010-9665-y,5,"Over repeated phases, allocators become more selfish, reducing their own contributions, but group income remains higher than in the standard PG game.",high,Section 4.1 | Section 5 Discussion
10.1007_s11127-016-0319-6,10.1007_s11127-016-0319-6,1,Peer disapproval (private enforcement) significantly increases average contributions to the public good compared to baseline.,high,Section 4.1 | Table 2 | Result 1
10.1007_s11127-016-0319-6,10.1007_s11127-016-0319-6,2,Adding government enforcement (centralized monetary punishment) to private enforcement stabilizes contributions over time but does not significantly increase average contributions compared to private enforcement alone.,high,Section 4.2 | Table 2 | Fig. 1 | Result 2
10.1007_s11127-016-0319-6,10.1007_s11127-016-0319-6,3,"Removing government enforcement after it has been in place undermines the effectiveness of private enforcement: low contributors become unresponsive to peer disapproval, and average contributions drop significantly.",high,Section 4.3 | Table 2 | Fig. 1 | Fig. 3 | Table 3 | Result 3
10.1007_s11127-016-0319-6,10.1007_s11127-016-0319-6,4,The crowding-out effect of government enforcement persists even when disapproval is still expressed; it is the behavioral response to disapproval that is undermined.,high,Section 4.3 | Fig. 2 | Fig. 3 | Table 3
10.1007_s11127-018-0622-5,10.1007_s11127-018-0622-5,1,"A stable, high-welfare society is only possible if a sufficiently large proportion of the population is willing to punish free riders, even at personal cost.",high,Abstract | Section 2.1 | Section 3 | Conclusion
10.1007_s11127-018-0622-5,10.1007_s11127-018-0622-5,2,"If support for Willing Punishers is insufficient or delayed, defectors proliferate and society transitions to a low-welfare state.",high,Section 3 | Tables 5-7 | Conclusion
10.1007_s11127-018-0622-5,10.1007_s11127-018-0622-5,3,There exists a threshold value of support for punishers (redistributive reward) above which high welfare is sustained and below which collapse occurs.,high,Section 3 | Tables 3-7 | Result 1 | Result 2
10.1007_s11127-018-0622-5,10.1007_s11127-018-0622-5,4,"Delays in recognizing and responding to increases in defectors (delay factor) reduce the likelihood of sustaining high welfare, even if punishment is available.",high,Section 3 | Tables 5-7 | Result 4
10.1007_s11127-018-0622-5,10.1007_s11127-018-0622-5,5,"The effect of punishment on efficiency is conditional: positive when supported and timely, negative or null when not.",high,Section 3 | Overall simulation results | Conclusion
10.1007_s11127-020-00868-5,10.1007_s11127-020-00868-5,1,"Punishment increases contributions but typically reduces group efficiency and average payoffs in public goods games, due to the costliness of punishment.",high,Abstract | Section 2 | Section 3.4 | Table 1 | Figures 1-9 | Section 5 Conclusions
10.1007_s11127-020-00868-5,10.1007_s11127-020-00868-5,2,"Most participants vote against having a punishment institution after experiencing both, and this is strongly predicted by which institution yielded higher personal profits.",high,Abstract | Section 3.4 | Section 3.5 | Table 4 | Section 5 Conclusions
10.1007_s11127-020-00868-5,10.1007_s11127-020-00868-5,3,"The negative effect of punishment on efficiency is robust to variations in matching protocol, order of experience, and marginal per-capita return.",high,Section 3.4 | Table 1 | Figures 4-9 | Section 3.5 | Section 5 Conclusions
10.1007_s11127-020-00868-5,10.1007_s11127-020-00868-5,4,"Only in rare cases, when punishment is used sparingly and cooperation is high, does punishment not reduce efficiency.",medium,Section 3.4 | Session 5 discussion | Figures 6-7
10.1007_s11127-020-00868-5,10.1007_s11127-020-00868-5,5,"Preferences over institutions are determined primarily by experienced profits, not by the level of cooperation or contribution.",high,Section 3.5 | Table 4 | Section 5 Conclusions
10.1007_s11127-021-00925-7,10.1007_s11127-021-00925-7,1,"Allowing costly, anonymous peer reporting (whistleblowing) increases tax compliance compared to a control with only social observation.",high,Section 4.4 | Table 2 | Figure 3 | Table 3 | Appendix B Table 4
10.1007_s11127-021-00925-7,10.1007_s11127-021-00925-7,2,The effect of whistleblowing on compliance is robust across countries with very different social norms and frequencies of actual reporting.,high,Section 4.4 | Table 2 | Table 3 | Section 5 Conclusion
10.1007_s11127-021-00925-7,10.1007_s11127-021-00925-7,3,"The mere presence of a whistleblowing option can deter tax evasion, even when actual reporting is infrequent.",medium,Section 4.4 | Section 5 Conclusion
10.1007_s11127-021-00925-7,10.1007_s11127-021-00925-7,4,"Normative views about the social acceptability of whistleblowing differ strongly between Moldova and France, and this affects the frequency of reporting but not the compliance effect.",high,Section 4.2 | Section 4.3 | Figure 1 | Figure 2
10.1007_s11127-024-01165-1,10.1007_s11127-024-01165-1,1,"Imposing a minimum individual contribution level (while still allowing free riding) can strictly increase total contributions and social welfare at equilibrium, provided the minimum is not set too high.",high,Abstract | Section 3.2 | Theorem 3.2 | Section 4 Discussion and conclusions
10.1007_s11127-024-01165-1,10.1007_s11127-024-01165-1,2,"If the minimum contribution level is set too high, some contributors will become free riders, and total contributions may decrease relative to the baseline.",high,Section 3.2 | Section 3.4 | Theorem 3.4 | Section 4 Discussion and conclusions
10.1007_s11127-024-01165-1,10.1007_s11127-024-01165-1,3,There exists an optimal range for the minimum contribution level that maximizes total contributions without inducing additional free riding.,high,Section 3.3 | Proposition 3.3 | Section 4 Discussion and conclusions
10.1007_s11127-024-01165-1,10.1007_s11127-024-01165-1,4,"The intervention studied is less intrusive than punishment, reward, or regulatory mechanisms, and preserves freedom of choice.",medium,Introduction | Section 4 Discussion and conclusions
10.1007_s11211-008-0064-1,10.1007_s11211-008-0064-1,1,"Experimental public good games and related economic games show that people often contribute and punish at personal cost, even when reciprocity and reputation are ruled out.",high,The Evidence for Strong Reciprocity Comes Mainly from Experimental Economics | Is Generosity in Economics Games the Result of Hidden Reciprocal Motives and/or Western Cultural Bias?
10.1007_s11211-008-0064-1,10.1007_s11211-008-0064-1,2,"These behavioral patterns are observed cross-culturally, not just among Western undergraduates.",high,Is Generosity in Economics Games the Result of Hidden Reciprocal Motives and/or Western Cultural Bias?
10.1007_s11211-008-0064-1,10.1007_s11211-008-0064-1,3,The group selectionist interpretation of these findings is not well supported; more parsimonious individual-level explanations have not been exhausted.,high,Problems with the Theory: Group Selection has Never Worked as an Evolutionary Explanation for Human Cooperation
10.1007_s11211-008-0064-1,10.1007_s11211-008-0064-1,4,"Experimental economic games may not accurately reflect the environments in which human cooperative adaptations evolved, so observed behaviors may not indicate evolved group-level adaptations.",high,"Problems with the Data: Minds are Executors of Adaptations, Rather than Maximizers of Income, Fitness, or Anything Else"
10.1007_s11211-012-0157-8,10.1007_s11211-012-0157-8,1,"In cleaner fish, punishment is motivated by loss aversion (reduction in expected payoff), not by inequity aversion (sensitivity to unequal outcomes).",high,Are Cleaner Fish Inequity Averse? | Inequity Aversion and Punishment in Cleaner Fish | Summary
10.1007_s11211-012-0157-8,10.1007_s11211-012-0157-8,2,"In humans, both inequity aversion and loss aversion may motivate punishment, but the evidence is mixed and not conclusive.",medium,Proximate Mechanisms Underpinning Punishment in Humans | What Produces the Negative Emotions That Lead to Punishment? | Summary
10.1007_s11211-012-0157-8,10.1007_s11211-012-0157-8,3,"Punishment can promote cooperation and is often observed in public goods games, but the motives for punishment (inequity aversion vs. loss aversion) are not always clear.",medium,Introduction | Proximate Mechanisms Underpinning Punishment in Humans
10.1007_s11211-012-0157-8,10.1007_s11211-012-0157-8,4,"Cleaner fish do not show behavioral evidence of inequity aversion in controlled experiments, even when paired with non-breeding partners.",high,Are Cleaner Fish Inequity Averse?
10.1007_s11211-013-0179-x,10.1007_s11211-013-0179-x,1,People are more likely to vote for candidates who compensate victims (or both compensate and punish) than those who only punish perpetrators or do not respond to injustice.,high,Abstract | Study 1 Results and Table 1 | Study 2 Results and Table 2 | Study 3 Results and Table 3 | General Discussion
10.1007_s11211-013-0179-x,10.1007_s11211-013-0179-x,2,"The effect of response type on voting is mediated by perceived warmth of the candidate, not competence.",high,"Mediation Analyses in Study 1, 2, 3 | Figures 1, 2, 3 | General Discussion"
10.1007_s11211-013-0179-x,10.1007_s11211-013-0179-x,3,The prevalence of the transgression and political orientation do not moderate the preference for compensators over punishers.,high,Study 3 Results | Appendix: Supplementary Analyses
10.1007_s11211-017-0300-7,10.1007_s11211-017-0300-7,1,The opportunity to punish free riders substantially increases the level of cooperation in repeated public good games.,high,Results section | Fig. 1 | Materials and Procedures
10.1007_s11211-017-0300-7,10.1007_s11211-017-0300-7,2,"Justice sensitivity predicts cooperation only in the absence of a punishment option; when punishment is available, cooperation becomes strategic and is no longer predicted by justice sensitivity.",high,Abstract | Results section | Discussion
10.1007_s11211-017-0300-7,10.1007_s11211-017-0300-7,3,"Punishment is used infrequently, but its mere availability is sufficient to sustain high cooperation.",high,Results section (punishment decisions) | Discussion
10.1007_s11211-017-0300-7,10.1007_s11211-017-0300-7,4,The presence of a punishment option crowds out the effect of personality traits on cooperation.,high,Results section | Discussion
10.1007_s11211-023-00416-8,10.1007_s11211-023-00416-8,1,Individuals with a higher need for structure are more likely to endorse punishment for moral rule violations.,high,Study 1 Results and Discussion | Table 1 | Figure 1
10.1007_s11211-023-00416-8,10.1007_s11211-023-00416-8,2,Threats to perceived structure (structure threat manipulation) increase punitive judgments for moral rule violations.,high,Study 2 Results | Table 3 | Figure 2
10.1007_s11211-023-00416-8,10.1007_s11211-023-00416-8,3,Recalling unpunished wrongdoing (vs. punished wrongdoing) reduces participants' momentary sense of structure in the social world.,high,Study 3 Results | Figure 3 | Study 4 Results | Figure 4
10.1007_s11211-023-00416-8,10.1007_s11211-023-00416-8,4,"The need for structure is a unique predictor of punitive judgments, independent of political orientation.",high,Study 1 Results and Discussion | Table 2
10.1007_s11227-010-0498-8,10.1007_s11227-010-0498-8,1,Group competition (group selection) increases cooperation and improves average individual payoff in reputation systems compared to individual selection alone.,high,Section 5.3 Effects of group competition | Figures 11(A) and 11(B)
10.1007_s11227-010-0498-8,10.1007_s11227-010-0498-8,2,Higher benefit-to-cost ratios further enhance cooperation and average payoff.,high,Section 5.4 Effects of ratio of benefit to cost | Figures 12(A) and 12(B)
10.1007_s11227-010-0498-8,10.1007_s11227-010-0498-8,3,Smaller group sizes (with constant group number) facilitate the evolution of cooperation and higher average payoff.,medium,Section 5.5 Effects of ratio of group size to group number | Figures 13(A) and 13(B)
10.1007_s11227-010-0498-8,10.1007_s11227-010-0498-8,4,Explicit punishment or reward mechanisms are not required for group selection to enhance cooperation and efficiency.,medium,Section 2 Related works | Section 6 Discussion
10.1007_s11229-011-0026-2,10.1007_s11229-011-0026-2,1,"Most individuals do not avoid norm-revealing information when it is free, but are not willing to pay even a small cost to obtain it.",high,Results section 3.1 and 3.2 | Figure 1 | Figure 2
10.1007_s11229-011-0026-2,10.1007_s11229-011-0026-2,2,There is no significant difference in the demand for empirical versus normative information when individuals must choose one or the other.,high,Results section 3.1 | Figure 1
10.1007_s11229-011-0026-2,10.1007_s11229-011-0026-2,3,The demand for norm-revealing information is context-dependent and may be higher if norm violation is met with punishment or negative consequences.,medium,Discussion section 4
10.1007_s11229-011-0026-2,10.1007_s11229-011-0026-2,4,"The findings have implications for policy: making norm-relevant information salient and accessible may promote norm compliance, especially when punishment is not feasible.",medium,Discussion section 4
10.1007_s11229-020-02890-y,10.1007_s11229-020-02890-y,1,"Human altruistic dispositions evolved primarily through cultural group selection and gene-culture coevolution, not genetic group selection.",high,Section 3.2 | Section 3.3 | Conclusion
10.1007_s11229-020-02890-y,10.1007_s11229-020-02890-y,2,Punishment of norm violators and prosocial norms are human universals and central to the maintenance of cooperation in human societies.,high,Section 3.4 Evidence | Section 3.3 | Conclusion
10.1007_s11229-020-02890-y,10.1007_s11229-020-02890-y,3,Actual altruistic behavior often goes beyond evolved dispositions and is influenced by conscious and voluntary moral reasoning.,high,Section 4 The role of reasoning | Section 4.1 | Conclusion
10.1007_s11229-020-02890-y,10.1007_s11229-020-02890-y,4,"Experimental evidence from public goods games and similar paradigms demonstrates the existence of altruistic and punitive behaviors, but does not directly address efficiency or payoff outcomes in this paper.",medium,"Section 2.1 | Section 3.4 | References to Fehr and Gächter, Gächter and Herrmann, etc."
10.1007_s11229-022-03717-8,10.1007_s11229-022-03717-8,1,"Redundancy (extra cooperators) increases group resilience to unpredictable harsh conditions, but faces diminishing returns and can be undermined by correlated failures.",high,Section 2.3 | Section 3 | Figure 1 | Appendix A
10.1007_s11229-022-03717-8,10.1007_s11229-022-03717-8,2,"High levels of redundancy exacerbate the free-rider problem, making such arrangements evolutionarily unstable unless mechanisms like coercion (punishment) or ignorance of others' strategies are present.",high,Section 3.2 | Birch (2012) discussion | Pedroso (2021) discussion
10.1007_s11229-022-03717-8,10.1007_s11229-022-03717-8,3,"Punishment (coercion) is hypothesized to facilitate the evolution of extreme redundancy by making free-riding more costly, but this is a theoretical claim and not empirically tested in the paper.",medium,Section 3.2 | Birch (2012) hypothesis
10.1007_s11229-022-03743-6,10.1007_s11229-022-03743-6,1,"Punishment of lying (dishonest signaling) can promote honesty but often impedes the evolution of cooperation, reducing overall group success.",high,Section 3.2 | Figure 4 | Discussion in Section 4
10.1007_s11229-022-03743-6,10.1007_s11229-022-03743-6,2,"Punishment of defection (failure to cooperate) generally increases cooperation and group success, as in standard stag hunt or repeated PD models.",high,Section 3.3 | Figure 7 | Comparison to Vanderschraaf (2016)
10.1007_s11229-022-03743-6,10.1007_s11229-022-03743-6,3,The effect of punishment on efficiency is context-dependent and can be negative when punishment targets lying rather than defection.,high,Section 3.2 | Section 3.3 | Section 4
10.1007_s11229-022-03743-6,10.1007_s11229-022-03743-6,4,"Game parameters such as punishment cost, punishment effectiveness, number of rounds, benefit of donation, and lie detection probability moderate the effect of punishment on cooperation and efficiency.",medium,"Section 3.2.1 | Figures 3, 4, 5"
10.1007_s11238-004-3672-8,10.1007_s11238-004-3672-8,1,Punishment (rejection of unfair offers) is significantly more frequent when it is visible to proposers (open response) than when it is hidden (covered response).,high,Section 5.1 Responder rejection rates | Table II | Observation 2
10.1007_s11238-004-3672-8,10.1007_s11238-004-3672-8,2,Efficiency (total group payoff) is significantly lower in the open (punishment-enabled) treatment than in the covered (punishment-disabled) treatment.,high,Section 5.5 | Figure 6 | Observation 6 | Summary and Conclusions
10.1007_s11238-004-3672-8,10.1007_s11238-004-3672-8,3,Only sessions with either very high or very low rejection rates achieve high efficiency; intermediate rejection rates are least efficient.,medium,Section 5.4 | Section 5.5 | Figure 5 | Figure 6 | Observation 6
10.1007_s11238-004-3672-8,10.1007_s11238-004-3672-8,4,"Punishment is effective at changing proposer behavior (increasing equal offers), but this does not necessarily make it profitable or efficient for responders or the group.",high,Section 5.3 | Section 5.4 | Summary and Conclusions
10.1007_s11238-004-3672-8,10.1007_s11238-004-3672-8,5,There is no evidence that responders punish for the enjoyment of overt punishment; group reputation and fairness motives are more consistent with the data.,medium,Section 5.1 | Section 5.3 | Summary and Conclusions
10.1007_s11238-013-9356-5,10.1007_s11238-013-9356-5,1,Monetary punishment is used more frequently and more strongly than non-monetary disapproval.,high,Section 3.1 | Result 1 | Table 3 | Figure 2
10.1007_s11238-013-9356-5,10.1007_s11238-013-9356-5,2,Monetary reward and non-monetary approval are used at similar rates and intensities.,high,Section 3.1 | Table 4 | Figure 3
10.1007_s11238-013-9356-5,10.1007_s11238-013-9356-5,3,"The determinants of monetary punishment/reward are primarily payoff-based (inequity aversion), while non-monetary approval/disapproval is more strongly driven by reciprocity and norm-based considerations.",high,"Section 3.2 | Section 3.3 | Results 3, 4, 5 | Table 6"
10.1007_s11238-013-9356-5,10.1007_s11238-013-9356-5,4,Strict payoff equality reduces disapproval and increases approval.,medium,Section 3.2 | Table 3 | Table 4
10.1007_s11238-013-9382-3,10.1007_s11238-013-9382-3,1,"Inequality aversion, as formalized by the Fehr-Schmidt model, predicts antisocial punishment only under specific conditions, but most observed antisocial punishment acts in public goods games do not fit these conditions.",high,Section 2 Theory | Section 3 Empirics | Tables 1-5
10.1007_s11238-013-9382-3,10.1007_s11238-013-9382-3,2,"Antisocial punishment is frequently carried out by the highest earners in the group, contrary to the predictions of the inequality aversion model.",high,Section 3 Empirics | Result 1 | Table 5
10.1007_s11238-013-9382-3,10.1007_s11238-013-9382-3,3,"Most antisocial punishment acts are not accompanied by free-rider punishment, which is inconsistent with the inequality aversion explanation.",high,Section 3 Empirics | Result 2 | Table 4
10.1007_s11238-013-9382-3,10.1007_s11238-013-9382-3,4,Antisocial punishment undermines the efficiency of informal punishment mechanisms in public goods games.,medium,Abstract | Introduction | Conclusion
10.1007_s11238-013-9382-3,10.1007_s11238-013-9382-3,5,"Other motives, such as revenge or a desire to harm others, are likely explanations for antisocial punishment.",medium,Conclusion
10.1007_s11238-015-9481-4,10.1007_s11238-015-9481-4,1,Cooperative priming increases contributions in a one-shot public goods game by approximately 11 percentage points compared to a neutrally primed group.,high,Abstract | Section 3 Results | Table 1 | Section 4 Conclusions
10.1007_s11238-015-9481-4,10.1007_s11238-015-9481-4,2,"Priming does not significantly affect beliefs about others' contributions, suggesting the effect operates through preferences rather than belief updating.",medium,Section 3 Results | Table 3 | Figure 2
10.1007_s11238-015-9481-4,10.1007_s11238-015-9481-4,3,"No evidence is found that the effect of priming varies significantly by gender, nationality, or field of study.",medium,Section 3 Results | Table 2 | Appendix D (referenced)
10.1007_s11238-015-9514-z,10.1007_s11238-015-9514-z,1,"In a two-player Prisoner's Dilemma with voluntary participation and stochastic payoffs to mutual cooperation, equilibria can exist in which cooperation is sustained and the expected payoff is strictly positive relative to non-participation.",high,Section 2 The model: equilibrium properties | Result 2 | Mathematical Appendix
10.1007_s11238-015-9514-z,10.1007_s11238-015-9514-z,2,"As the distribution of cooperative benefit becomes more favorable, both the frequency of cooperation and the value of the game (efficiency) increase.",high,Section 3 The model: comparative statics | Result 4 | Figure 2
10.1007_s11238-015-9514-z,10.1007_s11238-015-9514-z,3,"The model does not require mechanisms such as punishment, reciprocity, or reputation to sustain cooperation; voluntary participation and stochastic payoffs are sufficient.",high,Section 1 Introduction | Section 6 Discussion
10.1007_s11238-015-9527-7,10.1007_s11238-015-9527-7,1,"Social preferences, including both other-regarding preferences and social image concerns, create incentives for individuals to signal their type (altruistic or spiteful) through both actions and communication.",high,Section 2 Modeling social preferences | Section 3 Credible signaling | Theorem 1
10.1007_s11238-015-9527-7,10.1007_s11238-015-9527-7,2,"Punishment and reward can serve as signals of ill will or goodwill, respectively, and their use may be shaped by the signaling motives of individuals.",medium,Section 4.1 Expressions of altruism and spite | Discussion of Fehr and Gächter (2000a) | Discussion of Masclet et al. (2003)
10.1007_s11238-015-9527-7,10.1007_s11238-015-9527-7,3,Opportunities for communication (cheap talk) can substitute for costly punishment or reward as a means of signaling social preferences.,medium,"Section 4.2 Implications for economic phenomena | Discussion of dictator game and ultimatum game | References to Andreoni and Rao (2011), Xiao and Houser (2005)"
10.1007_s11238-015-9527-7,10.1007_s11238-015-9527-7,4,"The model provides a theoretical explanation for the robustness of cooperation and gift exchange in social and economic contexts, but does not make direct predictions about efficiency or payoff outcomes.",medium,Section 4.2 Implications for economic phenomena | Section 4.3 Conclusion
10.1007_s11238-016-9572-x,10.1007_s11238-016-9572-x,1,Revealing information about centralized punishment or reward mechanisms increases the rate of mutual cooperation (payoff-dominant equilibrium) in stag hunt games.,high,Abstract | Section 3.1 Data summary | Fig. 2 | Fig. 3 | Section 5 Conclusion
10.1007_s11238-016-9572-x,10.1007_s11238-016-9572-x,2,The effect of information transparency is stronger for punishment than for reward in promoting cooperation.,high,Section 3.1 Data summary | Fig. 2 | Fig. 3 | Section 5 Conclusion
10.1007_s11238-016-9572-x,10.1007_s11238-016-9572-x,3,"Revealing institutional rules increases subjects' beliefs in their opponent's propensity to cooperate, which in turn increases their own cooperation.",high,Section 3.2 Regression analyses | Table 2 | Table 3 | Section 5 Conclusion
10.1007_s11238-016-9572-x,10.1007_s11238-016-9572-x,4,"When the underlying game remains a prisoner's dilemma (i.e., punishment/reward is too small to change the equilibrium), revealing the mechanism does not increase cooperation.",high,Section 4 Institutional rules in prisoner's dilemma games | Fig. 4 | Fig. 5
10.1007_s11238-016-9572-x,10.1007_s11238-016-9572-x,5,"The increase in cooperation is due to increased saliency of the payoff-dominant equilibrium, not a change in preferences.",medium,Section 5 Conclusion | Section 4 Institutional rules in prisoner's dilemma games
10.1007_s11238-021-09864-7,10.1007_s11238-021-09864-7,1,Costly punishment does not increase overall efficiency in the three-player trust game; it reduces responder net earnings and does not improve group welfare.,high,"Table 6 | Section 5.2 Earnings, sanctions, and dynamics of behavior | Section 6 Conclusions and discussion"
