custom_id,paper_id,status_code,request_id,model,parse_status,api_error_message,parse_error,paper_type_primary,paper_type_empirical,paper_type_experimental,relevance_pgg_or_variant,relevance_punishment_or_sanctions,relevance_efficiency_or_related_payoff_outcome,outcomes_primary_outcome_type,outcomes_payoff_related_outcomes,outcomes_non_payoff_outcomes,outcomes_notes,overall_effect_direction_on_efficiency_or_related_payoff,overall_summary,paper_findings,decision_support,dimension_count,dimension_contextual_or_better_count,dimension_informative_direct_count,key_claim_count,important_limitation_count
10.1038_s41598-024-77190-3,10.1038_s41598-024-77190-3,200,3f15f22b-07f9-4842-9e0c-53f28ebcfb5d,gpt-4.1-2025-04-14,ok,,,empirical,experimental,lab_experiment,close,none,exact,efficiency_or_payoff,coordination efficiency (resource waste relative to optimal collective solution) | probability of achieving collective solution | probability of achieving individual solution | total group resource waste,"investment in collective solution | investment in individual solution | free-riding (investment in neither) | attitudinal measures (social trust, environmental attitudes)","The main dependent variables are payoff-based: coordination efficiency (resource waste), probability of achieving collective/individual solution. Behavioral outcomes (contribution choices, free-riding) are also reported. No punishment or sanctioning mechanism is present.",more_positive,"This paper experimentally studies a repeated social dilemma with both collective and individual solutions, but without any punishment or sanctioning mechanism. The main manipulation is the trust context (high-trust vs low-trust), not punishment. High-trust contexts lead to more investment in the collective solution, higher probability of achieving the collective threshold, and significantly higher efficiency (less resource waste) compared to low-trust contexts. Free-riding rates do not differ between trust contexts. The design is a close variant of a public goods game with threshold and individual fallback, but does not include punishment or reward options.","Groups in high-trust contexts are more likely to coordinate on the collective solution, resulting in higher efficiency and less resource waste. In low-trust contexts, participants invest more in individual solutions, leading to lower efficiency and more waste. Free-riding rates are similar across trust contexts. The presence of both individual and collective solutions introduces coordination challenges and inefficiency, especially in low-trust settings. No punishment or reward mechanisms are present in the game.","This paper does not provide direct evidence about the effect of punishment on efficiency in public goods games or variants. It is informative about how trust context affects efficiency and coordination in a threshold public goods game with individual fallback, but since no punishment or sanctioning is present, it does not inform the prediction of efficiency changes due to enabling punishment. The design and efficiency results may be useful as a control or baseline for similar games, but not for estimating the marginal effect of punishment.",14,7,7,5,6
10.1038_s41598-024-80733-3,10.1038_s41598-024-80733-3,200,33dba11d-ae88-45bd-a812-660be5ee5600,gpt-4.1-2025-04-14,ok,,,theory,N/A,N/A,adjacent,exact,adjacent,non_payoff_behavior,,"evolutionary stable strategies (compliance, cooperation, regulation) | convergence speed to stable strategies | probabilities of compliance/cooperation/regulation | impact of reward and punishment parameters on strategy adoption","The paper analyzes the evolution of strategies (compliance, cooperation, regulation) among three parties (government, pharmaceutical companies, public) in a public health emergency context, using evolutionary game theory and simulation. Outcomes are probabilities of adopting certain strategies and convergence rates, not group payoff, efficiency, or welfare. Payoff is discussed only as a driver of strategy, not as a reported outcome.",N/A,"This paper develops a theoretical evolutionary game model and simulation for the strategic interactions among local government, pharmaceutical companies, and the public in public health emergencies, focusing on the effects of government reward and punishment mechanisms. The model shows that increasing the strength of rewards and punishments for compliance and cooperation accelerates the convergence to desirable strategies (strict regulation, compliant production, public cooperation). However, the paper does not report efficiency, group payoff, or welfare outcomes, and all results are in terms of behavioral strategy adoption and convergence speed.","The study finds that government reward and punishment mechanisms (subsidies and fines) for pharmaceutical companies and the public promote compliant production and cooperation in prevention and control, respectively. Increasing the magnitude of rewards or punishments accelerates the convergence to full compliance and cooperation. The initial willingness of parties to participate also affects the speed of convergence. However, the model does not report on efficiency, group payoff, or welfare, and all results are in terms of the probability of adopting certain strategies and the speed of convergence to stable equilibria.","This paper provides indirect, theoretical support for the idea that increasing the strength of punishment and reward mechanisms can promote compliance and cooperation in a multi-party public-goods-like setting. However, it does not provide quantitative predictions about efficiency or group payoff, nor does it report empirical results. The findings may inform the qualitative direction of punishment effects in similar environments, but cannot be used for direct prediction of efficiency outcomes as required by the downstream task.",14,6,6,4,6
10.1038_s41598-024-81636-z,10.1038_s41598-024-81636-z,200,3e827ed6-edda-4b2e-b337-16d607ec4d63,gpt-4.1-2025-04-14,ok,,,empirical,experimental,lab_experiment,adjacent,none,none,non_payoff_behavior,,probability of group reaching consensus | time to consensus | individual probability of selecting non-preferred color | effect of leader position and noise on consensus formation,"The study focuses on consensus formation, the effect of leader geodesic distance, and noise on the probability and speed of reaching consensus. No payoff, efficiency, welfare, or group earnings outcomes are reported or analyzed. The only monetary aspect is the bonus structure, which is used as an incentive but not as an outcome variable.",N/A,"This paper experimentally studies how the geodesic distance between leaders of two network subgroups and the presence of noise affect consensus formation in a networked coordination game. The main outcomes are the probability of reaching consensus and the time taken to do so. The study finds that noise reduces the likelihood and speed of consensus, while the distance between leaders does not significantly affect consensus outcomes. No punishment, sanction, or efficiency/payoff outcomes are studied.","The experiment finds that increasing noise in the information network makes it less likely for groups to reach consensus and increases the time required to do so. The geodesic distance between leaders of opposing subgroups does not have a significant effect on the probability or speed of consensus formation. Leadership labeling affects individual behavior, making leaders more likely to compromise when their neighbors do, but this does not translate into group-level differences in consensus based on leader distance. The study does not analyze or report any efficiency, welfare, or group payoff outcomes.","This paper does not provide evidence relevant to predicting the effect of punishment on efficiency in public-goods-game-like environments. The experimental design does not include punishment, sanctions, or any efficiency/payoff-based outcome. The findings are specific to consensus formation in a networked coordination game with leader labeling and noise, and do not transfer to the prediction of efficiency under punishment in PGG or similar games.",14,7,7,3,7
10.1038_s41598-025-07863-0,10.1038_s41598-025-07863-0,200,fd244f29-ddda-4794-9afb-5cbe034abc77,gpt-4.1-2025-04-14,ok,,,empirical,experimental,lab_experiment,exact,adjacent,adjacent,non_payoff_behavior,mean payoff per round | total points earned (converted to monetary reward),contribution amount | reciprocity rate | general trust (cross-cultural survey) | trust in out-groups (cross-cultural survey) | trust in family (cross-cultural survey) | willingness to fight for country (cross-cultural survey) | social norm for obedience (cross-cultural survey),"The main experimental dependent variable is contribution amount in a repeated PGG. Payoff (mean points per round) is reported as a manipulation check and for out-group information, but not as a primary outcome. Efficiency or group payoff is not directly analyzed as a main outcome. The cross-cultural survey uses country-level prosociality measures, not efficiency or payoff.",N/A,"This paper investigates whether cooperation can spread between groups via payoff-biased imitation of successful out-groups in repeated public goods games. Two lab experiments show that exposure to information about a more cooperative, higher-payoff out-group temporarily increases in-group cooperation, but this effect fades over time and does not lead to sustained or spreading cooperation within the group. No punishment or sanctioning mechanism is present in the experimental design. The paper discusses, but does not test, the hypothesis that punishment may be necessary for the stable spread of cooperation. Cross-cultural survey data link press freedom (as a proxy for out-group information) to impersonal prosociality, but not to efficiency or payoff outcomes.","The experiments demonstrate that providing information about a successful, cooperative out-group increases participants' contributions in a repeated PGG, but this effect is transient and does not persist or spread within the group. The absence of mechanisms such as punishment means that cooperation is not stably maintained. The authors argue that additional mechanisms (e.g., punishment, reputation) are likely necessary for the stable diffusion and maintenance of cooperation. The cross-cultural survey finds that greater press freedom is associated with higher impersonal prosociality (e.g., general trust), but not with personal prosociality (e.g., family trust). No direct evidence is provided on the effect of punishment or on efficiency outcomes.","This paper does not provide direct evidence on the effect of punishment on efficiency in PGG-like environments, as punishment is not present in the experimental design. However, it provides indirect support for the idea that, in the absence of punishment, even interventions that increase cooperation (such as exposure to successful out-groups) do not lead to sustained or spreading cooperation or higher group payoffs. The discussion and literature review suggest that punishment may be necessary for stable, high-efficiency outcomes in repeated PGGs. For prediction tasks, this paper supports the expectation that, without punishment, efficiency gains from social learning or imitation are likely to be transient. The experimental design and results can help calibrate the expected baseline (control) efficiency in the absence of punishment, but do not inform the treatment effect of enabling punishment.",14,7,7,5,6
10.1038_s41598-025-87170-w,10.1038_s41598-025-87170-w,200,f0993df5-82ff-4b28-8f77-ad1c3bee9021,gpt-4.1-2025-04-14,ok,,,empirical,experimental,lab_experiment,adjacent,adjacent,weak,non_payoff_behavior,,acceptance of AI vs human judgement | evaluation of justified defection (good/bad/neutral) | agreement with manager's judgement | trust in manager's judgement,"The study focuses on participants' acceptance of AI or human judgements about justified defection in an indirect reciprocity scenario. No payoff, efficiency, or group welfare outcomes are measured or reported. All outcomes are attitudinal or evaluative.",N/A,"This paper experimentally investigates how people accept AI versus human judgements in scenarios of justified defection (non-cooperation with a bad actor) in an indirect reciprocity context. The main outcome is the acceptance of the judgement (good/bad) by an AI or human manager, not efficiency or payoff. The study finds that people generally withhold judgement on justified defection, and only accept AI's positive judgement over a human's negative judgement in specific cases. No efficiency, payoff, or group welfare outcomes are measured.","The experiments show that participants are generally neutral in judging justified defection (not helping a person with a bad reputation). When asked to accept the judgement of a manager (AI or human) who rates the defector as good or bad, participants' acceptance depends on the combination: they only prefer the AI's positive judgement over a human's negative judgement. In all other cases, acceptance is neutral. The study does not measure or report any efficiency, payoff, or group welfare outcomes, nor does it manipulate or analyze game-theoretic parameters such as MPCR, punishment cost, or group size.","This paper does not provide evidence relevant to predicting the effect of punishment on efficiency or payoff in public goods or indirect reciprocity games. It does not report or analyze any payoff-based outcomes, nor does it manipulate or report on game design dimensions such as MPCR, punishment cost, or group size. Its findings are limited to attitudinal acceptance of AI versus human judgements in a scenario of justified defection. Therefore, it should not be used to inform predictions about efficiency or payoff effects of punishment in PGG-like environments.",14,0,0,3,5
10.1038_s41598-025-87322-y,10.1038_s41598-025-87322-y,200,867a8887-498f-4ce5-ba4b-375268a32b54,gpt-4.1-2025-04-14,ok,,,theory,N/A,N/A,close,exact,exact,efficiency_or_payoff,population average group achievement (η_G) | stationary distribution of payoffs | group achievement (a_G),"strategy frequencies (Cooperators, Defectors, Punishers, Rewarders) | prevalence of institutional types (reward, punishment, mixed)","The main dependent variable is η_G, defined as the population average group achievement, which is a direct measure of group-level success in the collective risk dilemma. This is a payoff-based, efficiency-like outcome. The paper also discusses the stationary distribution of strategies and the prevalence of different institutional types, but these are secondary to the payoff/efficiency focus.",more_positive,"This theoretical evolutionary game model of the collective risk dilemma (a threshold public goods game with risk of group failure) shows that local, endogenously created institutions—especially those whose nature (reward or punishment) is decided by group-level voting—lead to higher group achievement (efficiency) than models with only reward, only punishment, or no institution. Reward-only institutions outperform punishment-only institutions, but the flexible, electoral (mixed) institution outperforms both, especially at lower risk levels. The model provides direct, quantitative comparisons of efficiency (η_G) across institutional designs.","The paper finds that in a collective risk dilemma (CRD) modeled as a threshold public goods game, the introduction of local, bottom-up institutions—created when a minimum number of group members contribute to their formation, and whose nature (reward or punishment) is decided by majority vote—substantially increases group efficiency (η_G) compared to no institution, reward-only, or punishment-only institutions. Reward-only institutions are generally more efficient than punishment-only, but the electoral (mixed) institution is superior to both, especially at lower risk levels. The model shows that the critical risk threshold for achieving a given level of group efficiency is lower under the electoral institution, and the transition from defection to cooperation is steeper. The model is theoretical and does not use empirical or experimental data, but provides direct predictions for how institutional design affects efficiency in public-goods-like environments.","This paper provides strong theoretical evidence that, in threshold public goods games with risk of group failure, the presence and design of institutional punishment and/or reward mechanisms have large effects on group efficiency. Specifically, enabling local, flexible institutions that can implement either punishment or reward (as decided by group vote) leads to higher efficiency than fixed punishment-only or reward-only institutions. The model quantifies these effects using the η_G metric, which is directly analogous to efficiency. For prediction tasks, the findings suggest that the presence of a flexible, locally decided institution (with both punishment and reward possible) should be expected to yield higher efficiency than either punishment-only or reward-only, and much higher than no institution. The model also provides parameterizations for group size, number of rounds, risk, and institutional costs, which can inform predictions when these dimensions are known.",14,8,8,4,6
10.1038_s41598-025-98728-z,10.1038_s41598-025-98728-z,200,d1eeb40e-d7cb-47af-87ae-2e5fc1b47816,gpt-4.1-2025-04-14,ok,,,theory,N/A,N/A,adjacent,exact,exact,efficiency_or_payoff,total revenue | total payoff | net wealth,proportion of trustworthy/untrustworthy strategies | evolution of strategy types | reputation scores,"The main dependent variable is total revenue (sum of all agents' payoffs), which is directly analogous to group efficiency. The paper also reports the evolution of strategy proportions (trustworthy/untrustworthy) and reputation scores, but these are secondary to the payoff-based outcomes.",more_positive,"This paper presents an agent-based evolutionary game model of trust in the sharing economy, where a dynamic reputation-based reward and punishment mechanism is implemented. The model shows that, compared to a baseline without reward/punishment, introducing reputation-based sanctions (punishment for low reputation, reward for high reputation) can increase the proportion of trustworthy participants and, with appropriate parameter settings, increase total group revenue (efficiency). However, excessively high punishment (high reputation threshold) can reduce total revenue, so there is an optimal intermediate threshold. The model is not a standard public goods game but is closely related, and the main outcome is total revenue, which is a direct efficiency measure.","The paper finds that implementing a dynamic, reputation-based reward and punishment mechanism in a trust game on a square lattice network increases the proportion of trustworthy participants and can increase total group revenue (efficiency) compared to a baseline without such mechanisms. The effect depends on the reputation threshold: moderate thresholds maximize both trust and total revenue, while very high thresholds reduce revenue due to excessive punishment. The model demonstrates that, for a wide range of initial conditions, appropriate punishment/reward settings can drive the system to full trust and higher efficiency. The results are robust to population size. The model is not a standard PGG but is adjacent, and the efficiency outcome is directly comparable.","This paper provides strong theoretical evidence that, in networked trust games with dynamic reputation-based punishment and reward, enabling punishment (and reward) can increase group efficiency compared to a baseline with no sanctions, provided the punishment/reward parameters are set appropriately. The effect is non-monotonic: too much punishment (high threshold) reduces efficiency, while moderate levels maximize it. For prediction tasks, this suggests that the presence and calibration of punishment/reward mechanisms are critical moderators of efficiency gains from sanctions. The model is adjacent to PGGs but the efficiency outcome is directly relevant.",14,10,9,4,7
10.1038_s41893-022-00877-w,10.1038_s41893-022-00877-w,200,803aaa27-21d9-40e5-ac48-2a03ef5aaf2b,gpt-4.1-2025-04-14,ok,,,theory,N/A,N/A,exact,exact,exact,efficiency_or_payoff,average group payoff | payoff of strategies | institution efficiency | marginal per capita return,cooperation rate | institution adoption rate | voting behavior | memory/information effects,"The model and analysis focus on payoff-based outcomes (group payoff, efficiency, marginal returns) as well as behavioral outcomes (cooperation, institution adoption). The meta-study comparison with experiments also centers on efficiency and cooperation.",more_positive,"This paper presents a theoretical and computational model of public goods games with endogenous punishment institutions, where individuals can vote for or against implementing a costly punishment institution. The model explores how the alignment between the scale of the public good and the scale of institutional decision-making, as well as learning and information constraints, affect the adoption and effectiveness of punishment institutions. The main finding is that punishment institutions, when adopted, increase cooperation and group efficiency, but their sustainability depends critically on institutional design and learning opportunities. The paper also compares model predictions to a meta-study of experimental results, finding broad qualitative agreement.","The model shows that costly punishment institutions can be selected and sustained through voting and learning, but only under certain conditions. When the scale of the institution matches the scale of the public good (e.g., local institutions for local goods, collective institutions for global goods), punishment institutions are more likely to be adopted and to increase cooperation and group efficiency. Individual choice of institution works well for local public goods but fails for global public goods due to free-riding. Collective choice is necessary for global public goods. Learning opportunities (memory and information) are crucial: longer memory and more local information increase the likelihood of institution adoption and higher efficiency. The meta-study of experiments confirms that punishment institutions, when implemented, almost always increase cooperation and efficiency, but their adoption depends on perceived effectiveness and learning. Inefficient institutions are less popular. The model and experiments both show that punishment institutions can solve cooperation problems and increase group payoff, but only under the right institutional and informational conditions.","This paper provides strong theoretical and comparative evidence that the effect of punishment on efficiency in public goods games depends on the alignment of institutional and public good scales, the decision rule for institution adoption (individual vs. collective), and the learning environment (memory, information). When predicting the efficiency effect of punishment, one should consider whether the punishment institution is collective or individual, whether the public good is local or global, and the quality of learning opportunities. Punishment is most effective at increasing efficiency when collective institutions govern global goods, or when individual choice governs local goods. Poor learning conditions or misaligned scales reduce the effectiveness of punishment. The paper's meta-study confirms that these patterns hold in experimental data. Thus, for downstream prediction, the presence and design of punishment institutions, as well as learning/information features, are key moderators of the efficiency effect.",14,6,6,5,6
10.1038_s42003-021-02865-w,10.1038_s42003-021-02865-w,200,4064e1b0-6831-423d-a042-86f37d1c4390,gpt-4.1-2025-04-14,ok,,,theory,N/A,N/A,exact,adjacent,exact,efficiency_or_payoff,average payoff | group payoff | game payoff | total frequency of cooperators (as a proxy for group welfare),frequency of cooperators and defectors | strategy composition | cyclic dynamics (red queen/black queen) | spatial patterns,"The main dependent variables are average payoff and the frequency of cooperators/defectors in each institution. The model tracks group and individual payoffs explicitly, and analyzes how these change with institutional design (costly vs free institution, enhancement factor, etc).",more_positive,"This theoretical paper analyzes a public goods game where individuals can choose between a costly institution (with an entrance fee) and a free institution. The model shows that the existence of a costly institution can promote cooperation and increase group payoffs, especially when the profitability of the collective action is low. For higher profitability, cooperation evolves in both institutions, leading to higher average payoffs. The entrance cost acts as a filter, keeping defectors out of the costly institution and creating a 'cooperation niche.' The paper does not model explicit punishment or sanctions, but the costly institution functions as a precommitment mechanism that mimics some effects of punishment by deterring free-riders.","The model demonstrates that introducing a costly institution (with a participation fee) alongside a free institution in a public goods game can increase cooperation and group efficiency. For low enhancement factors (low profitability), only the costly institution supports cooperation, and average payoffs remain close to the entrance cost (i.e., not much higher than the baseline). For higher enhancement factors, cooperation emerges in both institutions, and group payoffs increase above zero. The costly institution is more likely to be populated by cooperators, as defectors avoid the entrance cost unless there are enough cooperators to exploit. The model also shows that the effect of the entrance cost is context-dependent: it is beneficial for cooperation and efficiency at low profitability, but can be detrimental at high profitability if the cost is too high, as it reduces participation. The results hold in both well-mixed and structured populations, though spatial structure removes some bistability and further supports cooperation.","This paper provides strong theoretical evidence that introducing a costly institution (entrance fee) in a public goods game can increase efficiency and group payoff, especially when the baseline profitability (mpcr/enhancement factor) is low. The entrance cost acts as a filter, keeping defectors out and allowing cooperators to achieve higher payoffs. For prediction tasks, the presence of a costly institution (or, by analogy, a punishment mechanism with a cost to participate) should be expected to increase efficiency relative to a control with no such cost, particularly when the marginal per-capita return is low. However, if the cost is too high and the game is already highly profitable, the effect may reverse. The model does not include explicit punishment, but the costly institution's effect is adjacent to punishment in that it deters free-riding through a cost barrier. The findings are most directly relevant to settings where institutional participation costs or costly precommitment mechanisms are present, rather than direct peer punishment.",14,4,4,6,6
10.1038_sdata.2016.99,10.1038_sdata.2016.99,200,2fd7780e-9004-4dd7-ad92-499922d9ac6e,gpt-4.1-2025-04-14,ok,,,empirical,experimental,field_experiment,adjacent,adjacent,none,non_payoff_behavior,,"allocation of coins to self vs. co-religionist in random allocation game | effect of religious primes on allocation behavior | beliefs about gods' punishment, knowledge, and moral concern","The main dependent variable is the allocation of coins in a random allocation game (RAG), which is a behavioral measure of fairness or prosociality, not payoff or efficiency. No group payoff, efficiency, or welfare outcomes are reported.",N/A,"This paper describes a large cross-cultural dataset using a random allocation game (RAG) to study the relationship between religious beliefs and prosocial behavior. The RAG is not a public goods game or a direct variant; it is a behavioral measure of fairness in anonymous allocations. Some sites included a field experiment with religious primes (symbols or settings), but the outcome is allocation behavior, not efficiency or group payoff. No punishment or sanctioning mechanism is present in the game design, though the study is motivated by theories of supernatural punishment.","The study finds that, across diverse societies, beliefs in moralistic, punitive, and omniscient gods are associated with more impartial allocations to distant co-religionists in the random allocation game. In five sites, a field experiment randomly assigned participants to play the game in the presence or absence of religious symbols (primes), but there was no overall effect of the religious prime on allocation behavior across sites. The main outcome is the number of coins allocated to self vs. co-religionist, not group payoff or efficiency. The game does not include punishment, sanctioning, or a public goods structure.","This paper does not provide direct evidence for predicting the effect of punishment on efficiency in public goods games or similar environments. The experimental design is a random allocation game without punishment, sanctioning, or group payoff structure. The closest relevance is the study of how beliefs in supernatural punishment relate to fairness in anonymous allocations, but this is not a manipulation of punishment or a measurement of efficiency. The field experiment with religious primes is not analogous to enabling or disabling punishment in a PGG. Therefore, this paper should not be used as direct evidence for the downstream prediction task, though it may provide very indirect context about the role of beliefs in prosocial behavior.",14,5,5,3,5
10.1038_srep00344,10.1038_srep00344,200,e3873191-1894-4a63-b197-984c0530f66b,gpt-4.1-2025-04-14,ok,,,theory,N/A,N/A,exact,exact,exact,efficiency_or_payoff,"punishment pool balance (Σ) | stationary fractions of strategies (punishers, cooperators, defectors) | group payoff (implied via payoff equations and sustainability)","strategy frequencies (punishers, cooperators, defectors) | phase transitions (strategy dominance)","The main dependent variable is the sustainability of the punishment institution, operationalized as the punishment pool balance (Σ), which is a direct function of group payoffs and costs. The paper also reports on the stationary fractions of each strategy, which are related to but not the same as efficiency. Contribution rates are not the primary outcome.",mixed,"This theoretical/modeling paper analyzes a spatial public goods game with institutionalized (pool) punishment. It shows that pool-punishment can be sustainable (i.e., the punishment pool balance is non-negative, and group payoff is maintained) only if second-order free-riders (cooperators who do not contribute to punishment) are eliminated. The effect of punishment on efficiency is thus conditional: when second-order free-riders are present, institutionalized punishment cannot be sustained and efficiency is low; when they are eliminated (via sufficient fines and synergy), punishment can be sustainable and efficiency is higher, even with a substantial fraction of defectors. The transition to sustainability is discontinuous and depends on the punishment fine, the punishment of second-order free-riders, and the synergy factor.","The paper finds that in a spatial public goods game with pool-punishment, sustainable institutionalized punishment (i.e., a non-negative punishment pool balance and thus maintained group payoff) is only possible if second-order free-riders are eliminated. This elimination occurs via a discontinuous phase transition as the punishment fine increases. If second-order free-riders are not punished sufficiently, the punishment institution cannot be sustained, and efficiency remains low. Notably, even with a significant fraction of defectors, efficiency can be maintained if second-order free-riders are absent. The critical parameters for this transition are the punishment fine (γ), the relative punishment of second-order free-riders (δ), and the synergy factor (r). The model provides phase diagrams showing regions of full, conditional, and unsustainable punishment, directly mapping to efficiency outcomes.","This paper provides strong theoretical evidence that the effect of punishment on efficiency in public goods games with institutionalized punishment is highly sensitive to whether second-order free-riders are sanctioned. If the game design allows for second-order free-riders and does not punish them sufficiently, enabling punishment will not improve efficiency and may even be unsustainable. If the design ensures that second-order free-riders are eliminated (e.g., by punishing them at a sufficient rate), enabling punishment can lead to a discontinuous jump in efficiency, even with a nontrivial fraction of defectors. Thus, for prediction, the presence and treatment of second-order free-riders, the punishment fine, and the synergy factor are critical moderators. The model is most directly relevant to spatial, structured populations with pool-punishment, but the qualitative insight about the necessity of eliminating second-order free-riders for sustainable efficiency is likely to generalize to other institutional punishment settings.",14,6,6,4,6
10.1038_srep00458,10.1038_srep00458,200,40967377-5eff-4dbc-8f95-54fa698c40f5,gpt-4.1-2025-04-14,ok,,,theory,N/A,N/A,close,exact,adjacent,non_payoff_behavior,,frequency of cooperation | frequency of responsible punishment | frequency of antisocial punishment | frequency of spiteful punishment | strategy abundance | evolutionary stability of strategies,"The paper focuses on the evolutionary dynamics and frequencies of cooperation and punishment strategies, not on explicit group efficiency, welfare, or total payoff. Payoff is discussed as a mechanism but not as a reported outcome.",N/A,"This theoretical evolutionary game theory paper analyzes how reputation and non-anonymity enable the evolution of responsible punishment (targeted at defectors) and cooperation, even in the presence of antisocial punishment and spite. The model is primarily pairwise but is claimed to generalize to public goods games. The main outcomes are the frequencies of cooperation and punishment strategies, not explicit efficiency or group payoff. The results show that when reputation is possible (non-anonymous interactions), responsible punishment and cooperation can emerge and be stable, while antisocial punishment and spite are suppressed. Larger group sizes make the emergence of responsible punishment more difficult.","The paper finds that responsible punishment and cooperation can co-evolve and become stable in populations when interactions are non-anonymous and reputation can be built. In anonymous settings, cooperation and responsible punishment do not emerge, and antisocial punishment can persist. The model provides a threshold for the amount of information (reputation) needed for responsible punishment to be adaptive. The results are robust to errors in reputation and extend to public goods games with more than two players, though larger group sizes raise the threshold for reputation needed. The paper does not report explicit efficiency or group payoff outcomes, but the emergence of cooperation and responsible punishment implies higher group welfare than in the absence of these behaviors.","This paper provides indirect support for the prediction that enabling punishment in public goods games can increase cooperation and, by implication, efficiency, but only when reputation or non-anonymity is present. The findings suggest that the effect of punishment on efficiency is strongly moderated by whether players can observe each other's actions and reputations. In anonymous settings, punishment does not promote cooperation or efficiency. The model also suggests that larger group sizes make it harder for punishment to be effective. However, because the paper does not report explicit efficiency or payoff outcomes, its value for direct quantitative prediction is limited; it is most useful for understanding the qualitative role of reputation, anonymity, and group size as moderators.",14,6,5,5,6
10.1038_srep00638,10.1038_srep00638,200,73596cfc-32dc-44fc-845f-cfd1bf0dce1e,gpt-4.1-2025-04-14,ok,,,empirical,experimental,lab_experiment,adjacent,none,weak,non_payoff_behavior,,cooperation rate | conditional cooperation (probability of cooperating after own/others' cooperation or defection) | effect of group size on cooperation | individual heterogeneity in generosity and reciprocity,"The paper focuses on behavioral outcomes such as cooperation rates and conditional cooperation strategies. No direct analysis of efficiency, group payoff, or welfare is reported.",N/A,"This paper reports on laboratory experiments of iterated multiplayer Prisoner's Dilemma (IMPD) games with group sizes from 2 to 5. The main findings are that cooperation is high and increases over time in two-player games, but decays and remains low in groups of three or more. The study focuses on conditional cooperation and the effect of group size, but does not include punishment, reward, or direct efficiency/payoff analysis.","The study finds that in iterated multiplayer Prisoner's Dilemma games, cooperation is sustained and even increases in two-player groups, but decays rapidly and remains low in groups of three or more. The main behavioral mechanism is 'moody conditional cooperation,' where players' likelihood to cooperate depends on both their own previous action and the number of cooperators in the previous round. There is substantial heterogeneity in initial generosity but less in reciprocity. The presence of more than two players leads to a sharp drop in sustained cooperation, suggesting that reciprocity alone is insufficient to maintain cooperation in larger groups without additional mechanisms such as punishment. No direct measures of efficiency or group payoff are reported.","This paper provides strong evidence that, in the absence of punishment or reward mechanisms, increasing group size from 2 to 3 or more sharply reduces sustained cooperation in iterated social dilemmas. For the downstream prediction task, it suggests that, without punishment, efficiency (if measured) would be high in two-player games and low in groups of three or more. However, because the study does not include punishment or efficiency outcomes, it cannot directly inform the effect of enabling punishment on efficiency. It does, however, highlight the importance of group size as a moderator of cooperation and suggests that additional mechanisms (like punishment) may be necessary to sustain cooperation and efficiency in larger groups.",14,7,7,5,5
10.1038_srep01213,10.1038_srep01213,200,ae1b5427-0f69-4e24-a2af-9bf1dd913e5a,gpt-4.1-2025-04-14,ok,,,empirical,experimental,field_experiment,none,none,adjacent,non_payoff_behavior,,Dictator Game offer (fraction of pie offered) | Ultimatum Game offer (fraction of pie offered) | Difference between UG and DG offer (strategic behavior) | Minimum acceptable offer in UG (as responder) | Trust Game: trustor decision (binary: pass or not) | Trust Game: trustee decision (binary: return or not),"All outcomes are behavioral measures of social preferences (generosity, trust, reciprocity, strategic behavior) in Dictator, Ultimatum, and Trust Games. No efficiency, group payoff, or welfare outcomes are reported or analyzed.",N/A,"This paper investigates whether student and self-selection biases affect behavior in economic experiments by comparing students and non-students, and volunteers and non-volunteers, in a representative field sample. The study uses Dictator, Ultimatum, and Trust Games, but does not include public goods games or any punishment or sanctioning mechanisms. The main outcomes are behavioral (offers, trust, reciprocity), not efficiency or payoff-based. The findings suggest that self-selected students behave similarly to the general population in these games, with only minor differences.","The study finds that both student status and self-selection (volunteering) can have small effects on social preference behaviors, but these effects are generally minor and not economically significant. Self-selected students (the typical lab subject pool) behave very similarly to the broader population in Dictator, Ultimatum, and Trust Games. The only significant differences are small and mainly concern strategic behavior and trust/reciprocity among non-students. The results support the external validity of using self-selected students for social preference experiments, but do not address public goods games, punishment, or efficiency outcomes.","This paper does not provide evidence relevant to predicting the effect of punishment on efficiency in public goods games or similar environments. It does not include any public goods game, punishment, or sanctioning treatment, nor does it report efficiency, group payoff, or welfare outcomes. Its findings are only relevant to the representativeness of subject pools in social preference experiments using Dictator, Ultimatum, and Trust Games. It should not be used to inform predictions about punishment effects on efficiency in PGG-like settings.",14,6,6,4,5
