custom_id,paper_type_primary,paper_type_empirical,paper_type_experimental,relevance_pgg_or_variant,relevance_punishment_or_sanctions,relevance_efficiency_or_related_payoff_outcome,outcomes_primary_outcome_type,dimension_contextual_or_better_count,dimension_informative_direct_count
10.1016_j.evolhumbehav.2024.01.003,empirical,experimental,lab_experiment,close,adjacent,exact,efficiency_or_payoff,7,7
10.1016_j.evolhumbehav.2025.106711,empirical,experimental,lab_experiment,adjacent,adjacent,adjacent,non_payoff_behavior,4,4
10.1016_j.forpol.2004.03.006,empirical,experimental,lab_experiment,close,exact,exact,efficiency_or_payoff,9,9
10.1016_j.forpol.2020.102121,empirical,experimental,lab_experiment,adjacent,exact,exact,efficiency_or_payoff,8,8
10.1016_j.geb.2004.08.007,empirical,experimental,lab_experiment,exact,exact,exact,mixed,10,10
10.1016_j.geb.2005.03.001,theory,N/A,N/A,adjacent,adjacent,adjacent,non_payoff_behavior,5,0
10.1016_j.geb.2006.03.007,theory,N/A,N/A,adjacent,close,exact,efficiency_or_payoff,10,1
10.1016_j.geb.2006.08.011,empirical,experimental,lab_experiment,exact,exact,adjacent,non_payoff_behavior,10,10
10.1016_j.geb.2007.05.001,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior,9,9
10.1016_j.geb.2007.09.004,empirical,experimental,lab_experiment,exact,close,adjacent,non_payoff_behavior,13,13
10.1016_j.geb.2007.10.009,theory,N/A,N/A,adjacent,exact,adjacent,non_payoff_behavior,5,0
10.1016_j.geb.2009.07.007,theory,N/A,N/A,exact,exact,exact,efficiency_or_payoff,4,4
10.1016_j.geb.2009.09.004,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff,11,11
10.1016_j.geb.2010.08.010,theory,N/A,N/A,adjacent,exact,exact,efficiency_or_payoff,9,9
10.1016_j.geb.2012.10.001,empirical,experimental,lab_experiment,exact,exact,exact,mixed,10,10
10.1016_j.geb.2012.10.011,empirical,experimental,lab_experiment,exact,exact,exact,mixed,11,11
10.1016_j.geb.2013.06.012,empirical,experimental,lab_experiment,adjacent,exact,exact,efficiency_or_payoff,8,8
10.1016_j.geb.2014.01.002,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff,10,10
10.1016_j.geb.2014.03.006,empirical,experimental,lab_experiment,adjacent,adjacent,exact,efficiency_or_payoff,9,9
10.1016_j.geb.2015.05.005,theory,N/A,N/A,adjacent,adjacent,exact,efficiency_or_payoff,6,6
10.1016_j.geb.2015.10.001,empirical,experimental,lab_experiment,adjacent,exact,exact,efficiency_or_payoff,8,8
10.1016_j.geb.2016.02.009,empirical,experimental,lab_experiment,exact,adjacent,adjacent,non_payoff_behavior,7,7
10.1016_j.geb.2016.03.002,theory,N/A,N/A,close,exact,adjacent,non_payoff_behavior,8,8
10.1016_j.geb.2017.02.007,empirical,experimental,lab_experiment,adjacent,exact,exact,efficiency_or_payoff,8,8
10.1016_j.geb.2017.09.015,empirical,experimental,lab_experiment,adjacent,adjacent,exact,efficiency_or_payoff,7,7
10.1016_j.geb.2018.10.003,empirical,experimental,lab_experiment,adjacent,adjacent,exact,efficiency_or_payoff,7,7
10.1016_j.geb.2019.02.006,empirical,experimental,lab_experiment,close,adjacent,adjacent,non_payoff_behavior,10,10
10.1016_j.geb.2020.07.001,empirical,experimental,lab_experiment,close,exact,exact,efficiency_or_payoff,13,13
10.1016_j.geb.2020.07.004,empirical,experimental,lab_experiment,exact,exact,close,mixed,9,9
10.1016_j.geb.2020.08.004,empirical,experimental,lab_experiment,adjacent,exact,exact,efficiency_or_payoff,9,9
10.1016_j.geb.2021.08.003,empirical,experimental,lab_experiment,exact,close,exact,efficiency_or_payoff,8,8
10.1016_j.geb.2022.03.015,empirical,experimental,lab_experiment,adjacent,adjacent,exact,efficiency_or_payoff,10,10
10.1016_j.geb.2023.02.005,empirical,experimental,lab_experiment,exact,close,exact,efficiency_or_payoff,13,13
10.1016_j.geb.2023.04.003,theory,N/A,N/A,exact,exact,adjacent,non_payoff_behavior,7,7
10.1016_j.geb.2025.01.011,empirical,experimental,lab_experiment,exact,adjacent,exact,efficiency_or_payoff,8,8
10.1016_j.heliyon.2023.e16729,theory,N/A,N/A,adjacent,close,adjacent,non_payoff_behavior,7,1
10.1016_j.heliyon.2023.e22748,theory,N/A,N/A,exact,exact,adjacent,non_payoff_behavior,8,6
10.1016_j.hydroa.2024.100188,theory,N/A,N/A,adjacent,close,adjacent,non_payoff_behavior,9,9
10.1016_j.ins.2016.07.041,theory,N/A,N/A,adjacent,close,exact,efficiency_or_payoff,8,3
10.1016_j.irle.2013.07.005,empirical,experimental,lab_experiment,exact,exact,adjacent,non_payoff_behavior,10,9
10.1016_j.irle.2014.03.001,empirical,experimental,lab_experiment,exact,close,adjacent,non_payoff_behavior,13,13
10.1016_j.irle.2018.12.010,empirical,experimental,lab_experiment,exact,exact,adjacent,non_payoff_behavior,9,9
10.1016_j.irle.2019.105858,empirical,experimental,lab_experiment,close,adjacent,exact,efficiency_or_payoff,10,10
10.1016_j.irle.2020.105931,empirical,experimental,lab_experiment,close,exact,adjacent,non_payoff_behavior,8,8
10.1016_j.isci.2020.101438,empirical,experimental,lab_experiment,exact,adjacent,adjacent,non_payoff_behavior,7,7
10.1016_j.isci.2021.102844,theory,N/A,N/A,close,exact,close,non_payoff_behavior,7,7
10.1016_j.isci.2025.112833,empirical,experimental,lab_experiment,exact,exact,adjacent,non_payoff_behavior,8,8
10.1016_j.jdeveco.2011.12.002,empirical,experimental,lab_experiment,adjacent,adjacent,adjacent,non_payoff_behavior,7,7
10.1016_j.jdeveco.2022.102845,empirical,experimental,lab_experiment,exact,adjacent,adjacent,non_payoff_behavior,6,6
10.1016_j.jebo.2003.06.005,theory,N/A,N/A,adjacent,adjacent,exact,efficiency_or_payoff,6,3
10.1016_j.jebo.2003.06.006,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff,10,10
10.1016_j.jebo.2003.11.006,empirical,experimental,lab_experiment,exact,adjacent,adjacent,non_payoff_behavior,6,6
10.1016_j.jebo.2005.02.008,empirical,experimental,lab_experiment,close,exact,exact,efficiency_or_payoff,10,9
10.1016_j.jebo.2005.04.018,empirical,experimental,lab_experiment,exact,exact,adjacent,non_payoff_behavior,10,10
10.1016_j.jebo.2005.07.002,theory,N/A,N/A,adjacent,close,exact,efficiency_or_payoff,7,5
10.1016_j.jebo.2008.02.006,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior,11,11
10.1016_j.jebo.2008.09.007,empirical,experimental,lab_experiment,close,adjacent,exact,efficiency_or_payoff,11,11
10.1016_j.jebo.2009.01.006,empirical,experimental,lab_experiment,adjacent,exact,exact,efficiency_or_payoff,11,11
10.1016_j.jebo.2009.03.011,empirical,experimental,lab_experiment,exact,exact,adjacent,non_payoff_behavior,9,9
10.1016_j.jebo.2009.03.022,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff,11,11
10.1016_j.jebo.2009.11.001,empirical,experimental,lab_experiment,exact,close,exact,efficiency_or_payoff,11,11
10.1016_j.jebo.2009.11.003,empirical,experimental,lab_experiment,adjacent,exact,exact,efficiency_or_payoff,12,12
10.1016_j.jebo.2010.09.010,theory,N/A,N/A,adjacent,adjacent,close,non_payoff_behavior,1,1
10.1016_j.jebo.2011.01.005,empirical,experimental,lab_experiment,adjacent,exact,close,mixed,9,9
10.1016_j.jebo.2011.01.017,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff,9,9
10.1016_j.jebo.2011.01.018,empirical,experimental,lab_experiment,adjacent,exact,exact,efficiency_or_payoff,9,9
10.1016_j.jebo.2011.09.002,empirical,experimental,lab_experiment,close,exact,adjacent,non_payoff_behavior,8,8
10.1016_j.jebo.2011.10.002,empirical,experimental,lab_experiment,adjacent,adjacent,adjacent,non_payoff_behavior,7,6
10.1016_j.jebo.2011.10.020,empirical,experimental,field_experiment,exact,exact,adjacent,non_payoff_behavior,11,11
10.1016_j.jebo.2012.06.001,theory,N/A,N/A,exact,exact,exact,efficiency_or_payoff,9,9
10.1016_j.jebo.2012.09.013,empirical,experimental,lab_experiment,close,adjacent,adjacent,non_payoff_behavior,9,9
10.1016_j.jebo.2012.12.024,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior,10,10
10.1016_j.jebo.2013.08.002,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior,10,10
10.1016_j.jebo.2013.08.006,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff,13,13
10.1016_j.jebo.2014.03.005,empirical,experimental,lab_experiment,exact,adjacent,exact,efficiency_or_payoff,7,7
10.1016_j.jebo.2014.07.005,empirical,experimental,lab_experiment,adjacent,adjacent,adjacent,non_payoff_behavior,6,6
10.1016_j.jebo.2014.08.005,theory,N/A,N/A,adjacent,close,exact,efficiency_or_payoff,9,7
10.1016_j.jebo.2014.11.004,empirical,experimental,lab_experiment,adjacent,close,exact,efficiency_or_payoff,8,7
10.1016_j.jebo.2014.11.009,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff,9,9
10.1016_j.jebo.2015.02.002,empirical,experimental,lab_experiment,adjacent,close,close,non_payoff_behavior,11,11
10.1016_j.jebo.2015.03.005,empirical,experimental,lab_experiment,close,adjacent,exact,efficiency_or_payoff,9,9
10.1016_j.jebo.2015.03.009,empirical,experimental,lab_experiment,exact,exact,adjacent,non_payoff_behavior,10,10
10.1016_j.jebo.2015.03.018,empirical,experimental,lab_experiment,adjacent,exact,exact,efficiency_or_payoff,9,9
10.1016_j.jebo.2015.05.013,empirical,experimental,lab_experiment,adjacent,adjacent,close,mixed,6,6
10.1016_j.jebo.2015.09.008,empirical,experimental,lab_experiment,adjacent,adjacent,exact,efficiency_or_payoff,12,10
10.1016_j.jebo.2015.09.020,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff,10,10
10.1016_j.jebo.2015.12.006,theory,N/A,N/A,exact,exact,exact,efficiency_or_payoff,9,9
10.1016_j.jebo.2016.06.003,empirical,experimental,lab_experiment,exact,exact,exact,mixed,11,11
10.1016_j.jebo.2016.06.010,theory,N/A,N/A,adjacent,adjacent,exact,efficiency_or_payoff,3,0
10.1016_j.jebo.2016.09.005,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior,8,8
10.1016_j.jebo.2016.09.012,empirical,experimental,lab_experiment,close,exact,exact,efficiency_or_payoff,9,9
10.1016_j.jebo.2016.09.015,empirical,experimental,lab_experiment,exact,exact,exact,mixed,11,11
10.1016_j.jebo.2017.01.006,empirical,experimental,lab_experiment,exact,close,close,mixed,8,8
10.1016_j.jebo.2017.06.004,empirical,experimental,lab_experiment,adjacent,adjacent,adjacent,non_payoff_behavior,11,11
10.1016_j.jebo.2017.06.006,empirical,experimental,lab_experiment,close,exact,exact,efficiency_or_payoff,10,10
10.1016_j.jebo.2017.07.009,empirical,experimental,lab_experiment,exact,adjacent,exact,efficiency_or_payoff,6,6
10.1016_j.jebo.2017.07.035,empirical,experimental,lab_experiment,close,exact,close,mixed,9,9
10.1016_j.jebo.2017.11.016,empirical,experimental,lab_experiment,adjacent,adjacent,close,non_payoff_behavior,8,8
10.1016_j.jebo.2017.12.024,empirical,experimental,lab_experiment,close,close,exact,efficiency_or_payoff,9,9
10.1016_j.jebo.2018.01.009,empirical,experimental,lab_experiment,adjacent,adjacent,exact,efficiency_or_payoff,7,7
10.1016_j.jebo.2018.04.002,empirical,experimental,lab_experiment,adjacent,exact,exact,efficiency_or_payoff,11,11
10.1016_j.jebo.2018.04.015,theory,N/A,N/A,adjacent,adjacent,adjacent,non_payoff_behavior,3,0
10.1016_j.jebo.2018.08.008,empirical,experimental,lab_experiment,adjacent,adjacent,exact,efficiency_or_payoff,6,6
10.1016_j.jebo.2018.11.013,empirical,experimental,lab_experiment,exact,adjacent,adjacent,non_payoff_behavior,8,8
10.1016_j.jebo.2018.11.020,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior,7,6
10.1016_j.jebo.2018.12.029,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff,11,11
10.1016_j.jebo.2019.03.007,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff,10,10
10.1016_j.jebo.2019.05.033,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff,11,11
10.1016_j.jebo.2019.06.019,empirical,experimental,lab_experiment,close,exact,exact,efficiency_or_payoff,9,9
10.1016_j.jebo.2019.08.008,empirical,experimental,lab_experiment,adjacent,adjacent,adjacent,non_payoff_behavior,6,6
10.1016_j.jebo.2019.12.007,empirical,experimental,lab_experiment,exact,exact,adjacent,non_payoff_behavior,10,10
10.1016_j.jebo.2020.01.010,theory,N/A,N/A,exact,adjacent,adjacent,non_payoff_behavior,7,7
10.1016_j.jebo.2020.03.035,empirical,experimental,lab_experiment,exact,exact,adjacent,non_payoff_behavior,10,10
10.1016_j.jebo.2020.06.009,empirical,experimental,lab_experiment,close,adjacent,exact,efficiency_or_payoff,9,7
10.1016_j.jebo.2020.07.031,empirical,experimental,lab_experiment,close,adjacent,adjacent,non_payoff_behavior,7,7
10.1016_j.jebo.2020.10.001,empirical,experimental,field_experiment,exact,adjacent,adjacent,non_payoff_behavior,7,7
10.1016_j.jebo.2020.10.005,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff,11,11
10.1016_j.jebo.2021.02.016,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff,11,11
10.1016_j.jebo.2021.04.029,empirical,experimental,lab_experiment,exact,exact,adjacent,non_payoff_behavior,11,11
10.1016_j.jebo.2021.04.032,empirical,experimental,lab_experiment,exact,exact,close,mixed,11,10
10.1016_j.jebo.2021.05.003,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff,10,10
10.1016_j.jebo.2021.05.035,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff,10,10
10.1016_j.jebo.2021.09.024,empirical,experimental,lab_experiment,adjacent,close,exact,efficiency_or_payoff,12,12
10.1016_j.jebo.2023.01.012,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior,10,10
10.1016_j.jebo.2023.03.023,empirical,experimental,lab_experiment,adjacent,exact,exact,efficiency_or_payoff,9,9
10.1016_j.jebo.2023.04.004,empirical,experimental,lab_experiment,adjacent,exact,exact,efficiency_or_payoff,9,9
10.1016_j.jebo.2023.04.028,empirical,experimental,field_experiment,adjacent,close,exact,efficiency_or_payoff,8,8
10.1016_j.jebo.2023.09.006,empirical,experimental,lab_experiment,exact,exact,adjacent,non_payoff_behavior,10,10
10.1016_j.jebo.2023.10.029,empirical,experimental,lab_experiment,exact,exact,adjacent,non_payoff_behavior,11,11
10.1016_j.jebo.2023.11.003,empirical,experimental,lab_experiment,exact,exact,adjacent,non_payoff_behavior,11,11
10.1016_j.jebo.2023.11.027,empirical,experimental,lab_experiment,exact,exact,adjacent,non_payoff_behavior,13,13
10.1016_j.jebo.2024.01.019,theory,N/A,N/A,exact,adjacent,exact,efficiency_or_payoff,5,5
10.1016_j.jebo.2024.02.003,empirical,experimental,lab_experiment,exact,exact,adjacent,non_payoff_behavior,11,11
10.1016_j.jebo.2024.02.009,empirical,experimental,lab_experiment,close,adjacent,exact,efficiency_or_payoff,10,10
10.1016_j.jebo.2024.04.016,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff,11,11
10.1016_j.jebo.2024.05.010,theory,N/A,N/A,adjacent,close,adjacent,N/R,2,0
10.1016_j.jebo.2025.106930,empirical,experimental,lab_experiment,adjacent,exact,exact,efficiency_or_payoff,9,8
10.1016_j.jebo.2025.106991,empirical,experimental,lab_experiment,exact,adjacent,adjacent,non_payoff_behavior,7,7
10.1016_j.jebo.2025.107071,empirical,experimental,lab_experiment,exact,exact,close,non_payoff_behavior,9,9
10.1016_j.jebo.2025.107138,empirical,experimental,lab_experiment,adjacent,exact,exact,efficiency_or_payoff,10,10
10.1016_j.jebo.2025.107207,empirical,experimental,lab_experiment,close,exact,adjacent,non_payoff_behavior,9,9
10.1016_j.jecp.2018.01.015,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior,8,8
10.1016_j.jecp.2022.105376,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior,9,9
10.1016_j.jecp.2023.105858,theory,N/A,N/A,exact,exact,exact,efficiency_or_payoff,5,4
10.1016_j.jedc.2013.06.012,theory,N/A,N/A,adjacent,adjacent,exact,efficiency_or_payoff,5,5
10.1016_j.jedc.2024.104987,theory,N/A,N/A,adjacent,exact,exact,efficiency_or_payoff,6,6
10.1016_j.jeem.2007.08.001,theory,N/A,N/A,close,exact,exact,efficiency_or_payoff,9,9
10.1016_j.jeem.2008.07.004,theory,N/A,N/A,close,adjacent,exact,efficiency_or_payoff,3,3
10.1016_j.jeem.2012.09.001,empirical,experimental,lab_experiment,close,exact,exact,efficiency_or_payoff,10,10
10.1016_j.jeem.2013.04.004,theory,N/A,N/A,close,adjacent,exact,efficiency_or_payoff,2,2
10.1016_j.jeem.2017.08.008,theory,N/A,N/A,close,adjacent,exact,efficiency_or_payoff,5,5
10.1016_j.jeem.2018.06.008,empirical,experimental,lab_experiment,close,adjacent,adjacent,non_payoff_behavior,7,7
10.1016_j.jeem.2018.07.004,empirical,experimental,lab_experiment,close,close,exact,efficiency_or_payoff,9,9
10.1016_j.jeem.2022.102671,theory,N/A,N/A,adjacent,exact,exact,efficiency_or_payoff,6,6
10.1016_j.jeem.2023.102895,empirical,experimental,lab_experiment,exact,exact,adjacent,non_payoff_behavior,11,11
10.1016_j.jenvp.2009.05.003,empirical,experimental,lab_experiment,close,adjacent,adjacent,non_payoff_behavior,5,5
10.1016_j.jenvp.2018.11.002,empirical,experimental,lab_experiment,close,close,adjacent,non_payoff_behavior,8,8
10.1016_j.jesp.2005.03.002,empirical,experimental,lab_experiment,exact,exact,adjacent,non_payoff_behavior,10,10
10.1016_j.jesp.2008.06.004,empirical,experimental,lab_experiment,close,exact,adjacent,non_payoff_behavior,7,7
10.1016_j.jesp.2009.02.017,empirical,experimental,lab_experiment,exact,close,adjacent,non_payoff_behavior,9,9
10.1016_j.jesp.2015.04.005,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior,6,6
10.1016_j.jesp.2016.06.007,empirical,experimental,lab_experiment,adjacent,adjacent,adjacent,non_payoff_behavior,13,13
10.1016_j.jesp.2019.103823,empirical,experimental,lab_experiment,adjacent,adjacent,adjacent,non_payoff_behavior,7,7
10.1016_j.jesp.2020.104096,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff,11,11
10.1016_j.jesp.2022.104284,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior,10,10
10.1016_j.jesp.2023.104566,empirical,experimental,lab_experiment,exact,exact,adjacent,non_payoff_behavior,10,10
10.1016_j.jesp.2024.104682,empirical,experimental,lab_experiment,exact,adjacent,adjacent,non_payoff_behavior,6,6
10.1016_j.jet.2008.10.005,empirical,experimental,lab_experiment,exact,exact,adjacent,non_payoff_behavior,11,11
10.1016_j.jet.2009.06.003,theory,N/A,N/A,adjacent,adjacent,exact,efficiency_or_payoff,9,7
10.1016_j.jet.2015.07.002,theory,N/A,N/A,adjacent,close,close,non_payoff_behavior,4,2
10.1016_j.jet.2017.02.011,theory,N/A,N/A,adjacent,exact,exact,efficiency_or_payoff,10,5
10.1016_j.jet.2017.05.005,theory,N/A,N/A,adjacent,exact,exact,efficiency_or_payoff,8,8
10.1016_j.jet.2019.104972,theory,N/A,N/A,adjacent,exact,exact,efficiency_or_payoff,7,7
10.1016_j.jet.2019.104974,theory,N/A,N/A,adjacent,exact,exact,efficiency_or_payoff,9,8
10.1016_j.jmateco.2013.07.003,theory,N/A,N/A,adjacent,exact,exact,efficiency_or_payoff,7,7
10.1016_j.jmateco.2018.03.002,theory,N/A,N/A,adjacent,adjacent,exact,efficiency_or_payoff,6,3
10.1016_j.jmp.2021.102640,theory,N/A,N/A,adjacent,exact,exact,efficiency_or_payoff,9,6
10.1016_j.joep.2008.12.002,empirical,experimental,lab_experiment,adjacent,adjacent,adjacent,non_payoff_behavior,8,8
10.1016_j.joep.2009.04.004,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff,13,13
10.1016_j.joep.2010.01.005,empirical,experimental,lab_experiment,exact,close,exact,mixed,10,10
10.1016_j.joep.2010.03.016,empirical,experimental,lab_experiment,adjacent,close,adjacent,non_payoff_behavior,12,12
10.1016_j.joep.2010.07.002,empirical,experimental,lab_experiment,exact,adjacent,adjacent,non_payoff_behavior,7,7
10.1016_j.joep.2012.10.004,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff,11,11
10.1016_j.joep.2012.12.003,empirical,experimental,lab_experiment,exact,adjacent,adjacent,non_payoff_behavior,12,12
10.1016_j.joep.2013.01.001,empirical,experimental,lab_experiment,exact,exact,adjacent,non_payoff_behavior,13,13
10.1016_j.joep.2013.07.002,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff,10,10
10.1016_j.joep.2016.02.008,empirical,experimental,lab_experiment,exact,exact,adjacent,non_payoff_behavior,10,9
10.1016_j.joep.2016.03.002,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior,10,10
10.1016_j.joep.2017.01.005,empirical,experimental,lab_experiment,close,adjacent,exact,efficiency_or_payoff,8,8
10.1016_j.joep.2017.03.007,empirical,experimental,lab_experiment,exact,exact,exact,mixed,10,10
10.1016_j.joep.2017.07.002,empirical,experimental,lab_experiment,close,adjacent,exact,efficiency_or_payoff,10,10
10.1016_j.joep.2017.07.003,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior,12,9
10.1016_j.joep.2018.03.003,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior,9,9
10.1016_j.joep.2019.102190,empirical,experimental,lab_experiment,exact,exact,adjacent,non_payoff_behavior,9,9
10.1016_j.joep.2019.102193,empirical,experimental,lab_experiment,close,adjacent,exact,efficiency_or_payoff,10,10
10.1016_j.joep.2021.102448,empirical,experimental,lab_experiment,exact,exact,adjacent,non_payoff_behavior,11,11
10.1016_j.joep.2021.102452,empirical,experimental,lab_experiment,adjacent,exact,exact,efficiency_or_payoff,10,10
10.1016_j.joep.2022.102484,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior,11,11
10.1016_j.joep.2022.102573,empirical,experimental,lab_experiment,adjacent,adjacent,adjacent,non_payoff_behavior,6,6
10.1016_j.joep.2023.102675,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior,8,8
10.1016_j.jpubeco.2004.05.011,empirical,experimental,lab_experiment,exact,close,exact,efficiency_or_payoff,11,11
10.1016_j.jpubeco.2006.10.007,empirical,experimental,lab_experiment,exact,close,exact,mixed,10,10
10.1016_j.jpubeco.2007.04.005,empirical,experimental,lab_experiment,close,close,exact,efficiency_or_payoff,13,13
10.1016_j.jpubeco.2007.04.008,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff,11,11
10.1016_j.jpubeco.2008.10.006,theory,N/A,N/A,exact,close,exact,efficiency_or_payoff,8,8
10.1016_j.jpubeco.2009.03.004,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior,9,9
10.1016_j.jpubeco.2009.10.007,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff,11,11
10.1016_j.jpubeco.2010.03.002,empirical,experimental,lab_experiment,close,adjacent,exact,efficiency_or_payoff,7,7
10.1016_j.jpubeco.2010.11.021,empirical,experimental,lab_experiment,exact,exact,adjacent,non_payoff_behavior,11,11
10.1016_j.jpubeco.2011.05.001,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff,10,10
10.1016_j.jpubeco.2012.05.014,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff,10,10
10.1016_j.jpubeco.2012.08.003,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff,10,10
10.1016_j.jpubeco.2013.04.005,empirical,experimental,field_experiment,adjacent,exact,adjacent,non_payoff_behavior,10,10
10.1016_j.jpubeco.2014.05.002,empirical,experimental,lab_experiment,exact,exact,close,mixed,9,9
10.1016_j.jpubeco.2014.10.001,empirical,experimental,lab_experiment,exact,exact,adjacent,non_payoff_behavior,13,13
10.1016_j.jpubeco.2014.10.008,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff,10,10
10.1016_j.jpubeco.2015.03.007,empirical,experimental,lab_experiment,exact,exact,adjacent,non_payoff_behavior,10,10
10.1016_j.jpubeco.2015.03.012,empirical,experimental,lab_experiment,exact,exact,exact,mixed,13,13
10.1016_j.jpubeco.2015.12.012,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff,10,10
10.1016_j.jpubeco.2016.08.015,empirical,experimental,lab_experiment,adjacent,adjacent,exact,efficiency_or_payoff,7,6
10.1016_j.jpubeco.2016.09.001,empirical,experimental,lab_experiment,adjacent,adjacent,exact,efficiency_or_payoff,7,7
10.1016_j.jpubeco.2016.09.008,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff,10,10
10.1016_j.jpubeco.2016.12.007,empirical,experimental,lab_experiment,close,exact,exact,efficiency_or_payoff,12,12
10.1016_j.jpubeco.2017.03.002,empirical,experimental,lab_experiment,close,exact,exact,efficiency_or_payoff,9,9
10.1016_j.jpubeco.2018.06.010,empirical,experimental,lab_experiment,exact,exact,adjacent,non_payoff_behavior,11,11
10.1016_j.jpubeco.2019.104053,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff,9,9
10.1016_j.jpubeco.2020.104347,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior,7,7
10.1016_j.jpubeco.2021.104429,empirical,experimental,lab_experiment,exact,exact,exact,efficiency_or_payoff,9,9
10.1016_j.jpubeco.2022.104701,empirical,experimental,lab_experiment,exact,close,exact,mixed,9,9
10.1016_j.jrp.2009.01.003,empirical,experimental,lab_experiment,adjacent,exact,adjacent,non_payoff_behavior,7,7
10.1016_j.jrp.2019.05.005,empirical,experimental,lab_experiment,close,exact,adjacent,non_payoff_behavior,10,10
10.1016_j.jrp.2019.103907,theory,N/A,N/A,exact,exact,adjacent,non_payoff_behavior,6,6
10.1016_j.jrurstud.2020.08.013,theory,N/A,N/A,adjacent,exact,adjacent,non_payoff_behavior,5,3
10.1016_j.jtbi.2003.11.008,theory,N/A,N/A,close,adjacent,exact,efficiency_or_payoff,6,6
10.1016_j.jtbi.2004.06.005,theory,N/A,N/A,adjacent,close,exact,efficiency_or_payoff,7,5
10.1016_j.jtbi.2004.06.020,theory,N/A,N/A,adjacent,adjacent,close,non_payoff_behavior,4,4
10.1016_j.jtbi.2004.06.032,theory,N/A,N/A,adjacent,adjacent,close,mixed,7,4
10.1016_j.jtbi.2004.12.015,empirical,experimental,lab_experiment,adjacent,adjacent,adjacent,non_payoff_behavior,4,4
10.1016_j.jtbi.2005.01.006,theory,N/A,N/A,adjacent,exact,adjacent,non_payoff_behavior,9,9
10.1016_j.jtbi.2005.07.014,theory,N/A,N/A,close,exact,exact,efficiency_or_payoff,8,3
10.1016_j.jtbi.2005.08.008,theory,N/A,N/A,adjacent,close,exact,efficiency_or_payoff,7,0
10.1016_j.jtbi.2005.10.011,theory,N/A,N/A,close,exact,close,non_payoff_behavior,6,6
10.1016_j.jtbi.2005.10.024,theory,N/A,N/A,close,adjacent,adjacent,non_payoff_behavior,2,2
10.1016_j.jtbi.2005.11.028,theory,N/A,N/A,adjacent,adjacent,exact,efficiency_or_payoff,8,8
