custom_id,experiment_id,experiment_id_reason,experiment_id_confidence,is_human_subject,is_human_subject_reason,is_human_subject_confidence,simulation,simulation_reason,simulation_confidence,analytical_model,analytical_model_reason,analytical_model_confidence,CONFIG_playerCount,CONFIG_playerCount_reason,CONFIG_playerCount_confidence,CONFIG_numRounds,CONFIG_numRounds_reason,CONFIG_numRounds_confidence,CONFIG_allOrNothing,CONFIG_allOrNothing_reason,CONFIG_allOrNothing_confidence,CONFIG_defaultContribProp,CONFIG_defaultContribProp_reason,CONFIG_defaultContribProp_confidence,CONFIG_MPCR,CONFIG_MPCR_reason,CONFIG_MPCR_confidence,CONFIG_chat,CONFIG_chat_reason,CONFIG_chat_confidence,CONFIG_showOtherSummaries,CONFIG_showOtherSummaries_reason,CONFIG_showOtherSummaries_confidence,CONFIG_showPunishmentId,CONFIG_showPunishmentId_reason,CONFIG_showPunishmentId_confidence,CONFIG_showRewardId,CONFIG_showRewardId_reason,CONFIG_showRewardId_confidence,CONFIG_showNRounds,CONFIG_showNRounds_reason,CONFIG_showNRounds_confidence,CONFIG_punishmentExists,CONFIG_punishmentExists_reason,CONFIG_punishmentExists_confidence,CONFIG_punishmentCost,CONFIG_punishmentCost_reason,CONFIG_punishmentCost_confidence,CONFIG_punishmentTech,CONFIG_punishmentTech_reason,CONFIG_punishmentTech_confidence,CONFIG_rewardExists,CONFIG_rewardExists_reason,CONFIG_rewardExists_confidence,CONFIG_rewardCost,CONFIG_rewardCost_reason,CONFIG_rewardCost_confidence,CONFIG_rewardTech,CONFIG_rewardTech_reason,CONFIG_rewardTech_confidence,CONFIG_endowment,CONFIG_endowment_reason,CONFIG_endowment_confidence,DV_contributionRate,DV_contributionRate_reason,DV_contributionRate_confidence,DV_efficiency,DV_efficiency_reason,DV_efficiency_confidence,participant_country,participant_country_reason,participant_country_confidence,participant_age,participant_age_reason,participant_age_confidence,participant_gender,participant_gender_reason,participant_gender_confidence,participant_education,participant_education_reason,participant_education_confidence,experiment_environment,experiment_environment_reason,experiment_environment_confidence,other_game_info,other_game_info_reason,other_game_info_confidence
10.1007_s10144-013-0423-0.md,Entrance fee model,Paper labels this as 'Entrance fee model' analyzing tourists and traditional divers with entrance fee q.,1,False,"Purely mathematical bioeconomic model of divers, tourists, and fish; no actual human participants.",1,True,"Differential equation model with parameter sweeps and numerical calculations (e.g., Fig. 1) but no human subjects.",1,True,Closed-form analysis of optimal entrance fee q* and steady states.,1,2,Two stakeholder types: traditional divers and tourists; modeled as two user groups.,0.7,1,"Static optimization of steady-state entrance fee, not repeated rounds.",0.8,1,"No discrete contribution decision; continuous effort and fee choice, so not an all-or-nothing contribution game.",0.6,N/A,No human-subject public goods game structure; continuous harvest and tourism model.,1,N/R,No public goods multiplier or MPCR defined.,1,N/A,No human participants or communication stage.,1,0,No information feedback between modeled agents of the type used in experiments.,0.9,0,No punishment institution in this model.,1,0,No explicit rewards between agents.,1,0,No repeated-round game with displayed horizon.,1,0,"Model only includes entrance fee and resource dynamics, no sanctions.",1,N/A,No punishment mechanism.,1,N/A,No punishment mechanism.,1,0,No prosocial rewards modeled.,1,N/A,No reward mechanism.,1,N/A,No reward mechanism.,1,N/R,No per-player endowment defined; only continuous effort F and tourist number T.,1,N/R,"Outcome variables are resource level X, number of tourists T, and total benefit Φ, not contribution rates.",1,N/R,No explicit efficiency ratio relative to a public goods optimum is reported.,1,N/A,No human participants.,1,N/A,No human participants.,1,N/A,No human participants.,1,N/A,No human participants.,1,No human,Purely theoretical model without empirical human data.,1,"Bioeconomic model of a common fishing ground on Jeju Island with logistic fish growth, traditional diver effort F, tourist number T depending on resource X and entrance fee q, and optimization of q to maximize total benefit Φ = p a F X + q T.",Summarized from model description and equations (1–3) and discussion of optimal q*.,1
10.1007_s10144-013-0423-0.md,Restricted fishing-ground model,Paper labels this section as 'Restricted fishing-ground model' with separate areas for divers and tourists.,1,False,Mathematical model of resource dynamics and tourism; no actual participants.,1,True,System of differential equations analyzed numerically for different migration and α cases.,1,True,"Analytical characterization of optimal fraction s* under limiting cases (e.g., m → ∞).",1,2,Two user groups: traditional divers and tourists using different subareas.,0.7,1,"Static choice of optimal area fraction s*, not a repeated game.",0.8,1,No discrete contribution decision; continuous harvest and area allocation.,0.6,N/A,Not a contribution game with endowments.,1,N/R,No public goods multiplier defined.,1,N/A,No human subjects.,1,0,No feedback of others' payoffs or actions in an experimental sense.,0.9,0,No punishment institution in this model.,1,0,No explicit rewards between agents.,1,0,No repeated-round structure.,1,0,"Model concerns spatial restriction and migration, not sanctions.",1,N/A,No punishment.,1,N/A,No punishment.,1,0,No explicit reward mechanism.,1,N/A,No reward mechanism.,1,N/A,No reward mechanism.,1,N/R,No per-player endowment; only continuous resource stocks X1 and X2.,1,N/R,"Outcomes are resource levels, tourist numbers, and total benefit Φ, not contributions.",1,N/R,No explicit efficiency metric relative to a social optimum is reported.,1,N/A,No human participants.,1,N/A,No human participants.,1,N/A,No human participants.,1,N/A,No human participants.,1,No human,Theoretical ecological-economic model only.,1,"Two-patch fishery model with a fraction s of the fishing ground open to tourists and 1−s reserved for traditional divers. Logistic growth in each patch with migration m, tourist pressure b(T/s)X2, and diver pressure a(F/(1−s))X1. Number of tourists T = t0 X2^α. Fishing association chooses s to maximize Φ = p a (F/(1−s)) X1 + a_shop T.","Summarized from equations (4a, 4b, 5, 6) and surrounding text.",1
10.1007_s10144-013-0423-0.md,Awareness-raising model,Paper refers to this as 'Awareness-raising model' and 'Dynamic optimization of awareness-raising activity'.,1,False,Model of social concern and conservation quality; no empirical participants.,1,True,Dynamic programming and numerical trajectories (Figs. 5 and 6) are computed.,1,True,Differential equations with analytical solution for optimal stationary social concern y* using Pontryagin's maximum principle.,1,1,"Single decision-maker (manager) allocating resources; public is represented as a state variable y, not strategic players.",0.7,N/R,Continuous-time infinite-horizon control problem; no discrete rounds.,0.9,1,"Control variable u is continuous in [0,1], not an all-or-nothing choice.",0.8,N/A,Not a contribution game with endowments.,1,N/R,No public goods multiplier defined.,1,N/A,No human subjects.,1,0,No experimental feedback between players.,1,0,No punishment institution.,1,0,No interpersonal rewards.,1,0,Infinite-horizon control; no displayed number of rounds.,1,0,"Model only includes investment allocation, not sanctions.",1,N/A,No punishment.,1,N/A,No punishment.,1,0,No explicit rewards between agents.,1,N/A,No reward mechanism.,1,N/A,No reward mechanism.,1,N/R,Total monetary resources g(y) are endogenous; no fixed per-player endowment.,1,N/R,"Key outcomes are optimal allocation u*(t), stationary levels x* and y*, and objective φ, not contribution rates.",1,N/R,No efficiency ratio relative to a benchmark is reported.,1,N/A,No human participants.,1,N/A,No human participants.,1,N/A,No human participants.,1,N/A,No human participants.,1,No human,Purely theoretical optimal control model.,1,"Dynamic optimization model where a manager allocates a fraction u(t) of monetary resources g(y) to awareness-raising (increasing social concern y) and 1−u(t) to direct conservation (increasing quality x). Dynamics: dx/dt = (1−u) g(y) − μ x, dy/dt = f u g(y) − ν y, with g(y) = g0 y^α. Objective is to maximize discounted integral of x over infinite horizon. Solved via dynamic programming and Pontryagin's maximum principle, yielding an optimal stationary social concern y* = ((α g0 f)/(δ+ν))^(1/(1−α)).",Summarized from equations (8–12) and description of optimal trajectories.,1
10.1007_s10144-013-0423-0.md,Graduated punishment model,Section titled 'Graduated punishment' and 'Modeling the most efficient punishment institution'.,1,False,Theoretical model of punishment levels and behavioral choice; no experiments with human subjects.,1,True,Numerical calculations of optimal punishment P* as a function of harm H and simulations of choice probabilities (Figs. 7 and 8).,1,True,"Closed-form derivations for utilities, welfare, quantal response equilibrium, and asymptotic approximation P_approx.",1,N/R,Model uses population size N symbolically but does not specify a concrete numeric value.,0.9,1,Static choice between prosocial and selfish actions under a given punishment level P; no repeated interaction.,0.9,0,"Players choose between two discrete actions (prosocial vs selfish), which is an all-or-nothing cooperation decision.",0.9,N/A,No explicit endowment or default allocation; only binary action choice.,1,N/R,Not framed as a linear public goods game with MPCR.,1,N/A,No human subjects or communication stage.,1,0,No feedback of others' payoffs or actions is modeled.,1,0,Punishment is institutional (pool punishment) and anonymous; no identities modeled.,0.9,0,No reward mechanism.,1,0,One-shot decision framework.,1,1,Central focus is on punishment level P applied to selfish players and sometimes mistakenly to prosocial players.,1,N/R,Model does not specify a separate cost per unit of punishment to punishers or institution; only utility reduction P to punished players.,0.8,N/R,No explicit mapping from punishment expenditure to harm; P directly enters utility.,0.9,0,Only punishment is modeled; no positive incentives.,1,N/A,No reward mechanism.,1,N/A,No reward mechanism.,1,N/R,Utilities are defined relative to baseline λ and benefits B and harms H; no explicit monetary endowment.,1,N/R,"Outcomes are fraction of selfish players N_s/N and social welfare Φ/N, not contribution rates in a standard public goods sense.",1,N/R,"Efficiency is discussed qualitatively via social welfare maximization, but no numeric efficiency ratio is reported.",0.9,N/A,No human participants.,1,N/A,No human participants.,1,N/A,No human participants.,1,N/A,No human participants.,1,No human,Purely theoretical game-theoretic and behavioral choice model.,1,"Pool-punishment model of a social dilemma with two actions: prosocial and selfish. Utilities: U_p = λ − (N_s/N) H − ε1 P, U_s = λ − (N_s/N) H + B − (1−ε2) P, where B is private benefit of selfishness, H is harm to society, P is punishment level, and ε1, ε2 are error probabilities (false accusation and missed detection). Players choose actions according to a quantal response equilibrium with sensitivity β, possibly heterogeneous across players (β exponentially distributed with mean β̄). Social welfare Φ/N = λ + (N_s/N)(B − P − H). The institution chooses P to maximize Φ/N, yielding different optimal punishment functions P*(H) for homogeneous vs heterogeneous β, and an asymptotic approximation P_approx ≈ B + sqrt(H/(ε1 β̄)) for large H in heterogeneous populations.",Summarized from equations (13–20) and discussion of Figs. 7 and 8.,1
10.1016_j.physleta.2014.11.035.md,Analytical evolutionary model with Moran process,"Paper presents a single analytical evolutionary game-theoretic model (well-mixed Moran process) analyzed under different parameter regimes (low, high, intermediate mutation, varying N and ω) rather than distinct labeled experiments.",0.9,False,"Study is purely theoretical, describing strategies, payoff matrices, and Moran process dynamics; no human participants are mentioned.",1,False,"Authors emphasize analytical derivations (fixation probabilities, stationary distributions, conditions) and reference appendices for analytical calculations; no explicit numerical or agent-based simulation implementation is described as the core method.",0.8,True,"Model is defined by payoff matrices, Moran process, weak selection analysis, and closed-form or derived conditions for strategy abundance.",1,2,Interactions are pairwise games (Prisoner’s Dilemma or punishment game) between two individuals.,1,1,"Evolutionary model uses repeated random pairings in a Moran process, not discrete repeated-game rounds; per interaction is effectively one-shot.",0.6,1,"Actions are binary (cooperate/defect, punish/not punish); there is no continuous contribution level, so contribution choice is effectively all-or-nothing.",0.9,N/A,No endowment or public-good contribution structure; only PD and punishment games with fixed payoffs.,1,N/A,No public goods game or linear multiplier structure; only PD and punishment games are modeled.,1,N/A,No human subjects or communication; purely analytical evolutionary dynamics.,1,0,Model does not include any information feedback about others’ earnings or actions beyond payoff-based fitness; no explicit summaries are shown.,0.9,0,Identity is represented only by group color (Red/Green); there is no modeling of individual identity revelation linked to punishment decisions.,0.8,0,"No reward mechanism is modeled, only punishment.",1,0,Agents do not observe a finite horizon or number of rounds; Moran process is ongoing with no round counter.,0.9,1,Intergroup punishment game is explicitly defined with cost α and fine γ; strategies include punishing and non-punishing types.,1,N/R,Cost parameter α is defined symbolically but no single numeric value is fixed across the model; multiple parameter values are considered.,0.7,N/R,Effectiveness parameter γ is defined symbolically but no single numeric value is fixed; multiple parameter values are considered.,0.7,0,"Only punishment (cost α, fine γ) is modeled; no rewarding mechanism is introduced.",1,N/A,No reward mechanism.,1,N/A,No reward mechanism.,1,N/A,Model uses payoff matrices without explicit endowments or budgets.,1,N/R,"Outcomes are expressed as stationary probabilities/abundances of strategies (e.g., CP) and conditions on parameters, not as contribution rates in a public goods sense.",0.7,N/R,Paper does not report group efficiency (payoff relative to maximum) as a quantitative outcome.,0.9,N/A,No human participants.,1,N/A,No human participants.,1,N/A,No human participants.,1,N/A,No human participants.,1,No human,Study is a theoretical evolutionary model without empirical data collection.,1,"Well-mixed finite population of size N subdivided into two observable-color groups (Red, Green). Four strategies: CP (parochial altruism: cooperate in-group, punish out-group), CNP (cooperate in-group, no punishment out-group), DP (defect in-group, punish out-group), DNP (defect in-group, no punishment out-group). In-group interactions use a Prisoner’s Dilemma with benefit b and cost c; out-group interactions use a punishment game with cost α to punisher and fine γ to target. Evolution follows a frequency-dependent Moran Birth-Death process with mutation rate μ and selection intensity ω; analysis covers low, high, and intermediate mutation regimes and derives conditions under which CP is favored.","Summarized from the Model and Results sections describing strategies, payoff matrices, and evolutionary dynamics.",1
10.1111_apce.12343.md,O-VCM,Paper labels homogeneous VCM condition as O-VCM in Figure 1 and Table 2.,1,True,Laboratory experiment with student subjects at National Taipei University.,1,False,All results are from lab sessions with human participants; no numerical simulations described.,1,False,Paper discusses theoretical predictions but no separate analytical model experiment.,0.9,4,Design states 'public good game with four homogeneous or heterogeneous subjects.',1,6,"Each condition (VCM, IP, MP) has six decision periods; O-VCM is one condition.",1,1,"Subjects choose 'how many tokens' to invest from 0–20, not all-or-nothing.",1,0,Each subject is endowed with 20 tokens and then decides how many to invest; all start in private account.,1,0.5,Homogeneous treatment: each subject has MPCR of 0.5.,1,0,No mention of communication; standard anonymous VCM with no chat.,0.9,1,"At end of each period, subjects are informed of own payoffs and aggregate contributions.",1,0,No punishment stage in VCM condition; identities not discussed.,0.8,0,No reward mechanism in any condition.,1,0,Paper does not state that total number of periods is displayed to subjects.,0.3,0,VCM condition is described as standard VCM without punishment.,1,N/A,No punishment in VCM condition.,1,N/A,No punishment in VCM condition.,1,0,No reward mechanism described anywhere.,1,N/A,No reward mechanism.,1,N/A,No reward mechanism.,1,20,"In each period, each subject is endowed with 20 tokens.",1,17.28,Table 2: O-VCM group contribution is 17.28 tokens.,1,97.28,Table 7: O-VCM group payoffs 97.28 tokens per period.,1,Taiwan,"Experiment conducted at National Taipei University, Taiwan.",1,N/R,Only described as students; no age statistics reported.,0,N/R,No gender composition information reported.,0,University students,Participation open to all students enrolled in National Taipei University.,1,On site,Conducted in lab at National Taipei University with z-Tree and physical check-in.,1,Stranger matching; group composition randomly changes each period. Homogeneous MPCR=0.5 for all four players. Payoff: π_i^VCM = 20 - g_i + MPCR_i * sum_j g_j.,"Design section describes matching protocol, MPCR, and payoff function.",1
10.1111_apce.12343.md,O-IP,Paper labels homogeneous individual punishment condition as O-IP.,1,True,Same lab experiment with student subjects.,1,False,No simulations; this is a behavioral lab condition.,1,False,No separate analytical-only treatment.,0.9,4,Public good game with four subjects per group.,1,6,Each condition has six decision periods; IP is one condition.,1,1,Subjects choose any number of tokens 0–20 to invest.,1,0,Endowment of 20 tokens then decide how many to invest; all start private.,1,0.5,Homogeneous treatment MPCR=0.5 for all subjects.,1,0,No communication or chat mentioned.,0.9,1,"In Stage 2, subjects are informed of aggregate group investment and each member's contribution.",1,0,Subjects see each member's contribution but not stated that identities are revealed; standard anonymous IDs.,0.4,0,No reward mechanism.,1,0,Not reported whether total periods are displayed.,0.3,1,IP condition includes individual punishment stage.,1,1,Punisher pays cost of one token per punishment assigned.,1,3,Each punishment received reduces payoff by three tokens.,1,0,No reward mechanism described.,1,N/A,No reward mechanism.,1,N/A,No reward mechanism.,1,20,Stage 1 identical to VCM: 20-token endowment.,1,29.64,Table 2: O-IP group contribution 29.64.,1,100.22,Table 7: O-IP group payoffs 100.22.,1,Taiwan,Same subject pool and location.,1,N/R,No age data reported.,0,N/R,No gender data reported.,0,University students,All participants are students at National Taipei University.,1,On site,Conducted in lab with physical check-in and partitions.,1,Two-stage game: Stage 1 standard VCM; Stage 2 individual punishment. Stranger matching each period. Payoff: π_i^IP = π_i^VCM - 3 * sum_{k≠i} P_ki - sum_{k≠i} P_ik.,Section 2.2 describes stages and payoff function.,1
10.1111_apce.12343.md,O-MP,Paper labels homogeneous majority-voting punishment condition as O-MP.,1,True,Same lab experiment with human subjects.,1,False,"Behavioral lab condition, not a simulation.",1,False,No separate analytical-only treatment.,0.9,4,Groups of four subjects.,1,6,Each condition has six periods; MP is one condition.,1,1,Contribution decision is any number of tokens 0–20.,1,0,Endowment starts as 20 tokens in private account.,1,0.5,Homogeneous treatment MPCR=0.5.,1,0,No communication described.,0.9,1,Subjects observe aggregate group investment and each member's contribution before voting.,1,0,Subjects vote on each of the other three group members; identities likely anonymous; not explicitly stated.,0.4,0,No reward mechanism.,1,0,Not reported that total number of periods is displayed.,0.3,1,MP condition implements majority-voting punishment.,1,1,"If punishment executed, each of the other three group members pays cost of one token.",1,9,Punished subject’s Stage 1 payoff reduced by nine tokens when majority threshold met.,1,0,No reward mechanism.,1,N/A,No reward mechanism.,1,N/A,No reward mechanism.,1,20,Stage 1 identical to VCM with 20-token endowment.,1,33.56,Table 2: O-MP group contribution 33.56.,1,101.56,Table 7: O-MP group payoffs 101.56.,1,Taiwan,Same experiment location.,1,N/R,No age data reported.,0,N/R,No gender data reported.,0,University students,Participants are students at National Taipei University.,1,On site,Same lab setting with z-Tree.,1,Two-stage game: Stage 1 standard VCM; Stage 2 majority-voting punishment. Each subject votes on whether to punish each of the other three. Punishment executed if subject receives ≥2 votes. Payoff: π_i^MP = π_i^VCM - I*9 - sum_{k≠i} V_ik.,Section 2.3 defines voting rule and payoff function.,1
10.1111_apce.12343.md,E-VCM,Paper labels heterogeneous VCM condition as E-VCM.,1,True,Same lab experiment with human participants.,1,False,No simulations described.,1,False,No separate analytical-only treatment.,0.9,4,Public good game with four subjects per group.,1,6,Each condition has six periods; E-VCM is one condition.,1,1,Subjects choose any number of tokens 0–20.,1,0,Endowment starts as 20 tokens in private account.,1,N/R,"Heterogeneous treatment: one subject MPCR=0.3, one 0.7, two 0.5; single MPCR value not representative.",0.2,0,No communication described.,0.9,1,"At end of each period, subjects see own payoff and aggregate contributions.",1,0,No punishment in VCM condition.,0.8,0,No reward mechanism.,1,0,Not reported that total periods are displayed.,0.3,0,VCM condition has no punishment.,1,N/A,No punishment.,1,N/A,No punishment.,1,0,No reward mechanism.,1,N/A,No reward mechanism.,1,N/A,No reward mechanism.,1,20,Each subject endowed with 20 tokens per period.,1,21.29,Table 2: E-VCM group contribution 21.29.,1,101.29,Table 7: E-VCM group payoffs 101.29.,1,Taiwan,Same experiment location.,1,N/R,No age data reported.,0,N/R,No gender data reported.,0,University students,Participants are students at National Taipei University.,1,On site,Same lab setting.,1,"Stranger matching; group composition changes randomly each period. Individual MPCRs in each group: one 0.3, one 0.7, two 0.5; MPCRs randomly reassigned each period. Payoff: π_i^VCM = 20 - g_i + MPCR_i * sum_j g_j.",Section 2 describes heterogeneous MPCR assignment and payoff function.,1
10.1111_apce.12343.md,E-IP,Paper labels heterogeneous individual punishment condition as E-IP.,1,True,Same lab experiment with human subjects.,1,False,Behavioral lab condition.,1,False,No separate analytical-only treatment.,0.9,4,Groups of four subjects.,1,6,Each condition has six periods; E-IP is one condition.,1,1,Contribution decision is any number of tokens 0–20.,1,0,Endowment starts as 20 tokens in private account.,1,N/R,"Within group, MPCRs are 0.3, 0.5, 0.5, 0.7; no single MPCR value.",0.2,0,No communication described.,0.9,1,"In Stage 2, subjects see aggregate group investment and each member's contribution; in heterogeneous treatment they also see MPCRs.",1,0,Subjects can punish 'any member' after seeing contributions and MPCRs; identities likely anonymous; not explicitly stated.,0.4,0,No reward mechanism.,1,0,Not reported that total periods are displayed.,0.3,1,IP condition includes individual punishment.,1,1,Punisher pays one token per punishment assigned.,1,3,Each punishment received reduces payoff by three tokens.,1,0,No reward mechanism.,1,N/A,No reward mechanism.,1,N/A,No reward mechanism.,1,20,Stage 1 identical to VCM with 20-token endowment.,1,30.92,Table 2: E-IP group contribution 30.92.,1,101.58,Table 7: E-IP group payoffs 101.58.,1,Taiwan,Same experiment location.,1,N/R,No age data reported.,0,N/R,No gender data reported.,0,University students,Participants are students at National Taipei University.,1,On site,Same lab setting.,1,"Two-stage game: Stage 1 standard VCM with heterogeneous MPCRs (0.3, 0.5, 0.5, 0.7); MPCRs randomly reassigned each period. Stage 2 individual punishment with cost 1 and impact 3. In heterogeneous treatment, subjects are informed of group members' MPCRs.","Sections 2, 2.2 describe heterogeneous MPCR assignment and punishment stage.",1
10.1111_apce.12343.md,E-MP,Paper labels heterogeneous majority-voting punishment condition as E-MP.,1,True,Same lab experiment with human subjects.,1,False,Behavioral lab condition.,1,False,No separate analytical-only treatment.,0.9,4,Groups of four subjects.,1,6,Each condition has six periods; E-MP is one condition.,1,1,Contribution decision is any number of tokens 0–20.,1,0,Endowment starts as 20 tokens in private account.,1,N/R,"Within group, MPCRs are 0.3, 0.5, 0.5, 0.7; no single MPCR value.",0.2,0,No communication described.,0.9,1,"Subjects see aggregate group investment, each member's contribution, and in heterogeneous treatment also MPCRs before voting.",1,0,Subjects vote on each of the other three members; identities likely anonymous; not explicitly stated.,0.4,0,No reward mechanism.,1,0,Not reported that total periods are displayed.,0.3,1,MP condition implements majority-voting punishment.,1,1,"If punishment executed, each of the other three group members pays cost of one token.",1,9,Punished subject’s Stage 1 payoff reduced by nine tokens when majority threshold met.,1,0,No reward mechanism.,1,N/A,No reward mechanism.,1,N/A,No reward mechanism.,1,20,Stage 1 identical to VCM with 20-token endowment.,1,30.92,Table 2: E-MP group contribution 30.92.,1,96.44,Table 7: E-MP group payoffs 96.44.,1,Taiwan,Same experiment location.,1,N/R,No age data reported.,0,N/R,No gender data reported.,0,University students,Participants are students at National Taipei University.,1,On site,Same lab setting.,1,"Two-stage game: Stage 1 standard VCM with heterogeneous MPCRs (0.3, 0.5, 0.5, 0.7); MPCRs randomly reassigned each period. Stage 2 majority-voting punishment: each subject votes on whether to punish each of the other three; punishment executed if target receives ≥2 votes; punished subject loses 9 tokens, each other member pays 1 token.","Sections 2, 2.3 describe heterogeneous MPCR assignment and majority-voting punishment.",1
10.1142_s0129183121501278.md,"PGG-N (normal public goods game, no leaders rewiring, no punishment)",Paper explicitly defines 'normal PGG (PGG-N)' as baseline and compares its simulation results to PGG-M and PGG-P.,1,False,Study describes agent-based simulations on a Barabási-Albert network of 1000 individuals; no human participants are mentioned.,1,True,Section 3 states 'we test the model using agent-based simulations with finite population size' and all results are numerical.,1,False,No closed-form analytical derivations of equilibria; results are from simulations.,1,1000,Section 3: 'The population consists of 1000 individuals'.,1,5000,Section 3: '5000 time-steps after discarding 2000 initial transient steps'; interpret time-steps as repeated rounds.,0.9,0,"Model allows each player to choose contribution c=e (cooperate) or c=0 (defect); only two discrete options, so all-or-nothing.",1,N/A,Agent-based evolutionary model with binary cooperate/defect choice; no default allocation of endowment between accounts as in human experiments.,1,N/R,Only enhancement factor β (0<β<1) is specified; group size varies with degree and no explicit MPCR (multiplier/group size) is reported.,0,N/A,No human subjects; communication between simulated agents is not modeled as chat.,1,0,"Payoffs are used for strategy updating but there is no interface or explicit summary display; this is a simulation, not an experiment UI.",0.8,N/A,No punishment mechanism in PGG-N.,1,N/A,No reward mechanism is modeled.,1,0,Simulated agents are not described as knowing the horizon; no display concept.,0.8,0,PGG-N is defined as normal PGG without punishment or rewiring.,1,N/A,No punishment in this condition.,1,N/A,No punishment in this condition.,1,0,No reward or positive sanctioning mechanism is described anywhere in the model.,1,N/A,No reward mechanism.,1,N/A,No reward mechanism.,1,10,Section 3: 'The initial endowment e is set as e=10'.,1,N/R,"Figures show qualitative variation of contribution over β and time, but no single numeric summary value is reported for PGG-N alone.",0,N/R,Paper discusses payoff qualitatively but does not report efficiency as ratio to theoretical maximum.,0,N/A,No human participants; only simulated agents.,1,N/A,No human participants.,1,N/A,No human participants.,1,N/A,No human participants.,1,No human,Agent-based simulations only.,1,"Evolutionary public goods game on a Barabási-Albert scale-free network (N=1000, m0=3). Each node organizes a group with its neighbors if degree > ν (e.g., ν=10 in many simulations). Each player participates in all groups centered on itself and its neighbors. Binary strategies: cooperate (contribute full endowment e=10) or defect (contribute 0). Group contribution is multiplied by β (0<β<1) and shared equally. Strategies updated via Fermi rule with parameter K=0.1. Initial fraction of cooperators is 0.5. Results averaged over 2000 random initial configurations and 5000 time steps after 2000 transient steps.",Summarizes model description from Sections 2.1–2.4 and 3 for the baseline PGG-N condition.,1
10.1142_s0129183121501278.md,"PGG-M (public goods game with leaders rewiring mechanism, no punishment)",Paper defines 'PGG with LRM (PGG-M)' as main treatment and compares it to PGG-N and PGG-P.,1,False,All results are from agent-based simulations on networks; no human participants.,1,True,Section 3 explicitly states use of agent-based simulations; figures show numerical outcomes for PGG-M.,1,False,No analytical solution; only simulation-based exploration.,1,1000,Same simulation population as PGG-N: 'The population consists of 1000 individuals'.,1,5000,Same simulation protocol: '5000 time-steps after discarding 2000 initial transient steps'.,0.9,0,Same PGG structure as PGG-N: players choose c=e (cooperate) or c=0 (defect).,1,N/A,Binary cooperate/defect choice in a simulation; no default allocation concept.,1,N/R,Only enhancement factor β is specified; MPCR not explicitly given.,0,N/A,No human subjects; no communication channel modeled as chat.,1,0,Agents use neighbors' payoffs for Fermi updating but there is no notion of displayed summaries.,0.8,N/A,No punishment mechanism in PGG-M.,1,N/A,No reward mechanism.,1,0,Simulated agents are not described as knowing the number of time steps.,0.8,0,PGG-M adds leaders rewiring but explicitly 'without punishing free-riders'.,1,N/A,No punishment in this condition.,1,N/A,No punishment in this condition.,1,0,No reward mechanism is modeled.,1,N/A,No reward mechanism.,1,N/A,No reward mechanism.,1,10,Same as in Section 3: 'The initial endowment e is set as e=10'.,1,N/R,"Figures (3, 5, 6, 9) show contribution trajectories and dependence on parameters, but no single numeric summary is reported.",0,N/R,"Paper discusses payoff qualitatively (e.g., 'payoff resulting from PGG-M games is significantly better') but does not provide numeric efficiency values.",0,N/A,No human participants; only simulated agents.,1,N/A,No human participants.,1,N/A,No human participants.,1,N/A,No human participants.,1,No human,Agent-based simulations only.,1,"Same PGG structure as PGG-N (scale-free BA network with N=1000, m0=3; groups formed by focal node and neighbors if degree>ν; binary cooperate/defect; enhancement factor β; Fermi updating with K=0.1; initial 50% cooperators). Additional leaders rewiring mechanism (LRM): some focal players are designated as leaders with probability p_l. After each period, a leader evaluates the fraction of cooperators ρ in its group; if ρ < T_th (trust threshold), with probability p_l it cuts all links to current neighbors and rewires to randomly chosen other players to form a new group with the same number of neighbors. This process repeats until the leader finds a 'trusted' group with ρ > T_th. Typical parameter values used in figures include ν=10, p_l=0.1, β≈0.3, and T_th varied between 0 and 1 (e.g., T_th=0.1, 0.3, 0.4, 0.8). Results are averaged over 2000 random initial configurations and 5000 time steps after 2000 transient steps.",Summarizes the LRM-specific extensions and parameter ranges from Sections 2.3 and 3 and figure captions.,1
